competitor,method,uid,path_str,sem_path,depth,is_leaf,n_leaves,subtree_items,count_known,best_staples,best_staples_uid,best_score,best_sem,best_lex,alt_staples,status,match_set,A_raw,AAS_leaf,CRS_leaf,coverage,coverage_leaf,coverage_items,AAS,AAS_ppr,sibling_coverage,CRS,crs_driver,n_gap_leaves,gap_leaves_example,concept_id
Wayfair,G,Wayfair::School Furniture & Supplies > School Furniture > School Chairs & Seating,School Furniture & Supplies > School Furniture > School Chairs & Seating,School Furniture & Supplies > School Furniture > School Chairs & Seating,3,True,1,,False,Furniture > Chairs & Seating,Staples::Furniture > Chairs & Seating,0.71126086,,0.77201426,Furniture > School Furniture | School Supplies | School Supplies > School Tech,matched,Staples::Furniture > Chairs & Seating,-0.10317045793988439,100.0,68.56410256410255,1.0,1.0,,100.0,100.0,1.0,68.56410256410255,School Supplies,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Furniture > School Tables,School Furniture & Supplies > School Furniture > School Tables,School Furniture & Supplies > School Furniture > School Tables,3,True,1,,False,School Supplies,Staples::School Supplies,0.45766804,,0.45766804,Furniture > School Furniture | School Supplies > School Tech | School Supplies > School Art Supplies,matched,Staples::School Supplies | Staples::Furniture > School Furniture | Staples::School Supplies > School Tech | Staples::School Supplies > School Art Supplies,0.31806092910090233,100.0,69.92955974842766,1.0,1.0,,100.0,100.0,1.0,69.92955974842766,School Supplies > College Supplies > School Masks,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Furniture > School Desks,School Furniture & Supplies > School Furniture > School Desks,School Furniture & Supplies > School Furniture > School Desks,3,True,1,,False,Furniture > Desks,Staples::Furniture > Desks,0.5651061,,0.5673976,School Supplies | Furniture > School Furniture | School Supplies > School Tech,matched,Staples::Furniture > Desks,-0.13847571133621514,100.0,69.92955974842766,1.0,1.0,,100.0,100.0,1.0,69.92955974842766,School Supplies > College Supplies > School Masks,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Furniture > Childcare & Nursery,School Furniture & Supplies > School Furniture > Childcare & Nursery,School Furniture & Supplies > School Furniture > Childcare & Nursery,3,True,1,,False,Furniture > Daycare & Nursery,Staples::Furniture > Daycare & Nursery,0.4464377,,0.40126175,Furniture > Daycare & Nursery > Nursery Furniture | Furniture > Daycare & Nursery > Daycare & Nursery Supplies | Furniture > School Furniture > Student Desks & Study Carrels,matched,Staples::Furniture > Daycare & Nursery,0.1303282938291127,100.0,46.638522427440634,1.0,1.0,,100.0,100.0,1.0,46.638522427440634,Furniture > Daycare & Nursery,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Furniture > Podiums & Lecterns,School Furniture & Supplies > School Furniture > Podiums & Lecterns,School Furniture & Supplies > School Furniture > Podiums & Lecterns,3,True,1,,False,Furniture > Lecterns & PA Systems > Lecterns,Staples::Furniture > Lecterns & PA Systems > Lecterns,0.47389245,,0.61843014,Furniture > Lecterns & PA Systems | Furniture > School Furniture > Classroom Storage Furniture | Furniture > School Furniture > Student Desks & Study Carrels,matched,Staples::Furniture > Lecterns & PA Systems > Lecterns | Staples::Furniture > Lecterns & PA Systems,0.049984355066541926,100.0,47.54716981132076,1.0,1.0,,100.0,100.0,1.0,47.54716981132076,Furniture > Lecterns & PA Systems > Lecterns,0,,310
Wayfair,G,Wayfair::School Furniture & Supplies > School Furniture > Classroom Dividers,School Furniture & Supplies > School Furniture > Classroom Dividers,School Furniture & Supplies > School Furniture > Classroom Dividers,3,True,1,,False,Furniture > Home & Office Tables > Classroom & Kids' Tables,Staples::Furniture > Home & Office Tables > Classroom & Kids' Tables,0.488781,,0.38634878,Furniture > School Furniture > Classroom Storage Furniture | School Supplies > Classroom Essentials | School Supplies > Elementary School Supplies > Classroom Snacks,matched,Staples::Furniture > Home & Office Tables > Classroom & Kids' Tables | Staples::Furniture > School Furniture > Classroom Storage Furniture,0.5996017844018982,100.0,78.62796833773086,1.0,1.0,,100.0,100.0,1.0,78.62796833773086,Paper > Classroom Paper,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Storage,School Furniture & Supplies > School Storage,School Furniture & Supplies > School Storage,2,False,7,,False,School Supplies,Staples::School Supplies,0.37011167,,0.4400656,School Supplies > School Tech | Furniture > School Furniture | School Supplies > School Art Supplies > Art & School Markers,matched,Staples::School Supplies | Staples::School Supplies > School Tech | Staples::Furniture > School Furniture | Staples::School Supplies > School Art Supplies > Art & School Markers | Staples::Furniture > School Furniture > Classroom Storage Furniture | Staples::School Supplies > School Art Supplies | Staples::School Supplies > School Bags & Lunch Boxes | Staples::Office Supplies > Folders & Filing > File Storage,0.2832508571804623,100.0,90.86792452830188,1.0,1.0,,98.85025510204082,99.69679300291546,0.96875,90.86792452830188,Office Supplies > Folders & Filing > File Storage,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Storage > Classroom Storage Solutions,School Furniture & Supplies > School Storage > Classroom Storage Solutions,School Furniture & Supplies > School Storage > Classroom Storage Solutions,3,True,1,,False,Furniture > School Furniture > Classroom Storage Furniture,Staples::Furniture > School Furniture > Classroom Storage Furniture,0.5321831,,0.60115045,School Supplies > Teacher Supplies > Classroom Storage & Organization | Furniture > Home & Office Tables > Classroom & Kids' Tables | School Supplies > Classroom Essentials,matched,Staples::Furniture > School Furniture > Classroom Storage Furniture,0.35329074046583364,100.0,69.89433962264151,1.0,1.0,,100.0,100.0,1.0,69.89433962264151,School Supplies > Elementary School Supplies > Classroom Snacks,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Storage > Lockers,School Furniture & Supplies > School Storage > Lockers,School Furniture & Supplies > School Storage > Lockers,3,True,1,,False,Furniture > Storage Furniture > Lockers,Staples::Furniture > Storage Furniture > Lockers,0.7981351,,1.0,"School Supplies > Teacher Supplies > Locker Accessories | Furniture > Chairs & Seating > Recliners, Gliders & Rockers | School Supplies > School Art Supplies > Art & School Markers",matched,Staples::Furniture > Storage Furniture > Lockers,0.27073319029462695,100.0,64.82264150943395,1.0,1.0,,100.0,100.0,1.0,64.82264150943395,Furniture > Storage Furniture > Lockers,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Storage > School Carts & Stands,School Furniture & Supplies > School Storage > School Carts & Stands,School Furniture & Supplies > School Storage > School Carts & Stands,3,True,1,,False,Furniture > Carts & Stands > Carts & Stands,Staples::Furniture > Carts & Stands > Carts & Stands,0.56710774,,0.74610823,Furniture > Carts & Stands | School Supplies | School Supplies > School Tech,matched,Staples::Furniture > Carts & Stands > Carts & Stands | Staples::Furniture > Carts & Stands,0.07855053192977929,100.0,68.56410256410255,1.0,1.0,,100.0,100.0,1.0,68.56410256410255,School Supplies,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Storage > Trophy Cases,School Furniture & Supplies > School Storage > Trophy Cases,School Furniture & Supplies > School Storage > Trophy Cases,3,True,1,,False,Furniture > Storage Furniture > Display Cases,Staples::Furniture > Storage Furniture > Display Cases,0.2715714,,0.26281086,Facilities > Hand & Power Tools > Tool Storage > Tool Boxes & Cases | Hard Drives & Data Storage > Media Cases & Wallets | TV & Streaming Media > DJ Equipment & Musical Instruments > Music Cases,likely,,-0.20409429823394615,98.93877551020408,13.072220811304055,1.0,1.0,,99.25714285714285,98.93877551020408,1.0,13.072220811304055,Furniture > Storage Furniture > Display Cases,0,,1922
Wayfair,G,Wayfair::School Furniture & Supplies > School Storage > Storage Containers & Drawers,School Furniture & Supplies > School Storage > Storage Containers & Drawers,School Furniture & Supplies > School Storage > Storage Containers & Drawers,3,True,1,,False,Office Supplies > Storage & Organization > Storage Bins,Staples::Office Supplies > Storage & Organization > Storage Bins,0.61268604,,0.74037135,Office Supplies > Storage & Organization > Storage Containers & Boxes | Office Supplies > Storage & Organization > Storage Drawers | Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers,matched,Staples::Office Supplies > Storage & Organization > Storage Bins,-0.03802032109268801,100.0,96.77987421383648,1.0,1.0,,100.0,100.0,1.0,96.77987421383648,Office Supplies > Storage & Organization > Storage Bins,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > School Storage > Baby & Kids Storage,School Furniture & Supplies > School Storage > Baby & Kids Storage,School Furniture & Supplies > School Storage > Baby & Kids Storage,3,True,1,,False,Office Supplies > Folders & Filing > File Storage,Staples::Office Supplies > Folders & Filing > File Storage,0.3084706,,0.31446972,Office Supplies > Storage & Organization > Storage Baskets | Office Supplies > Storage & Organization > Storage Furniture | Furniture > Storage Furniture > Storage Cabinets,likely,,-0.20409429823394615,98.93877551020408,66.84138864841101,1.0,1.0,,99.25714285714285,98.93877551020408,1.0,66.84138864841101,Office Supplies > Folders & Filing > File Storage,0,,1923
Wayfair,G,Wayfair::School Furniture & Supplies > School Storage > Office Organization,School Furniture & Supplies > School Storage > Office Organization,School Furniture & Supplies > School Storage > Office Organization,3,True,1,,False,Furniture > Storage Furniture > Storage Organization,Staples::Furniture > Storage Furniture > Storage Organization,0.444279,,0.5046015,Office Supplies > Storage & Organization | Office Supplies | Office Supplies > Storage & Organization > Storage Furniture,matched,Staples::Furniture > Storage Furniture > Storage Organization | Staples::Office Supplies > Storage & Organization,0.035887184885259174,100.0,98.97435897435898,1.0,1.0,,100.0,100.0,1.0,98.97435897435898,Office Supplies,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > Shop by Age,School Furniture & Supplies > Shop by Age,School Furniture & Supplies > Age,2,False,3,,False,Furniture > School Furniture > Classroom Storage Furniture,Staples::Furniture > School Furniture > Classroom Storage Furniture,0.2271808,,0.040593904,Furniture > School Furniture > Student Desks & Study Carrels | Furniture > Home & Office Tables > Classroom & Kids' Tables | School Supplies > Shop by Subject,likely,,0.3640174218151731,100.0,0.0,1.0,1.0,,99.16666666666667,100.0,0.9722222222222222,60.24851724060167,Furniture > School Furniture > Classroom Storage Furniture,0,,1924
Wayfair,G,Wayfair::School Furniture & Supplies > Shop by Age > Early Education,School Furniture & Supplies > Shop by Age > Early Education,School Furniture & Supplies > Age > Early Education,3,True,1,,False,Education,Staples::Education,0.619831,,0.619831,School Supplies > Teacher Supplies > Physical Education & Recreation | School Supplies > Teacher Supplies > Physical Education & Recreation > Physical Education Equipment | School Supplies > Learning at Home > Educational & STEM Toys,matched,Staples::Education,0.6448419051488148,100.0,47.94871794871795,1.0,1.0,,100.0,100.0,1.0,47.94871794871795,Education,0,,143
Wayfair,G,Wayfair::School Furniture & Supplies > Shop by Age > Elementary School,School Furniture & Supplies > Shop by Age > Elementary School,School Furniture & Supplies > Age > Elementary School,3,True,1,,False,School Supplies > Elementary School Supplies,Staples::School Supplies > Elementary School Supplies,0.68262374,,0.8843475,School Supplies | School Supplies > School Tech | School Supplies > College Supplies > School Masks,matched,Staples::School Supplies > Elementary School Supplies,0.4036643407654872,100.0,69.18733509234828,1.0,1.0,,100.0,100.0,1.0,69.18733509234828,School Supplies > Elementary School Supplies,0,,5
Wayfair,G,Wayfair::School Furniture & Supplies > Shop by Age > Middle & High School,School Furniture & Supplies > Shop by Age > Middle & High School,School Furniture & Supplies > Age > Middle & High School,3,True,1,,False,School Supplies > High School Supplies,Staples::School Supplies > High School Supplies,0.48992917,,0.6145751,School Supplies > Middle School Supplies | School Supplies | School Supplies > School Tech,matched,Staples::School Supplies > High School Supplies | Staples::School Supplies > Middle School Supplies,0.6527319121765717,100.0,63.60949868073879,1.0,1.0,,100.0,100.0,1.0,63.60949868073879,School Supplies > High School Supplies,0,,5
Wayfair,G,Wayfair::Restaurant Furniture,Restaurant Furniture,Restaurant Furniture,1,False,31,,False,Furniture,Staples::Furniture,0.4766608,,0.5255238,Restaurant & Foodservice Supplies > Restaurant Janitorial | Restaurant & Foodservice Supplies > Restaurant Systems | Restaurant & Foodservice Supplies > Restaurant Apparel,matched,Staples::Furniture | Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial,0.08737626159278696,100.0,68.52242744063325,0.967741935483871,0.967741935483871,,95.29577729709396,95.29577729709396,,68.52242744063325,Furniture > Storage Furniture,1,Umbrellas,5
Wayfair,G,Wayfair::Restaurant Furniture > Banquet Furniture,Restaurant Furniture > Banquet Furniture,Restaurant Furniture > Banquet Furniture,2,False,6,,False,Furniture,Staples::Furniture,0.45454335,,0.50033194,Furniture > Storage Furniture | Furniture > Decor | Gift Shop > Professional Gifts > Compasses > Patio Furniture,matched,Staples::Furniture,-0.5986014332299612,80.61807580174927,68.52242744063325,1.0,1.0,,81.78639455782314,75.69484936831877,0.96,68.52242744063325,Furniture > Storage Furniture,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Banquet Furniture > Folding Chairs,Restaurant Furniture > Banquet Furniture > Folding Chairs,Restaurant Furniture > Banquet Furniture > Folding Chairs,3,True,1,,False,Furniture > Chairs & Seating > Stacking & Folding Chairs,Staples::Furniture > Chairs & Seating > Stacking & Folding Chairs,0.56726515,,0.72812945,Furniture > Home & Office Tables > Folding Tables | Furniture > Chairs & Seating | Furniture > Chair Mats,matched,Staples::Furniture > Chairs & Seating > Stacking & Folding Chairs,-0.10812060325865257,100.0,95.32075471698114,1.0,1.0,,100.0,100.0,1.0,95.32075471698114,Furniture > Chairs & Seating > Stacking & Folding Chairs,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Banquet Furniture > Stackable & Nesting Chairs,Restaurant Furniture > Banquet Furniture > Stackable & Nesting Chairs,Restaurant Furniture > Banquet Furniture > Stackable & Nesting Chairs,3,True,1,,False,Furniture > Chairs & Seating,Staples::Furniture > Chairs & Seating,0.3017247,,0.23887631,Furniture > Chair Mats | Furniture > Chairs & Seating > Stacking & Folding Chairs | Furniture > Chairs & Seating > Office Chairs,likely,,-1.0190500355583636,63.883381924198254,37.34437151445877,1.0,1.0,,74.71836734693878,63.883381924198254,1.0,37.34437151445877,Furniture > Chairs & Seating,0,,1925
Wayfair,G,Wayfair::Restaurant Furniture > Banquet Furniture > Banquet Chairs,Restaurant Furniture > Banquet Furniture > Banquet Chairs,Restaurant Furniture > Banquet Furniture > Banquet Chairs,3,True,1,,False,Furniture > Chairs & Seating,Staples::Furniture > Chairs & Seating,0.32496652,,0.27141488,Furniture > Chair Mats | Furniture > Chairs & Seating > Office Chairs | Furniture > Chairs & Seating > Gaming Chairs,likely,,-1.0190500355583636,63.883381924198254,57.210632657627315,1.0,1.0,,74.71836734693878,63.883381924198254,1.0,57.210632657627315,Furniture > Chairs & Seating,0,,1926
Wayfair,G,Wayfair::Restaurant Furniture > Banquet Furniture > Banquet Tables,Restaurant Furniture > Banquet Furniture > Banquet Tables,Restaurant Furniture > Banquet Furniture > Banquet Tables,3,True,1,,False,Furniture > Home & Office Tables,Staples::Furniture > Home & Office Tables,0.27312687,,0.19883935,Furniture > Home & Office Tables > Classroom & Kids' Tables | Furniture > Home & Office Tables > Folding Tables | Healthcare Supplies > Patient Care > Medical Practice Furniture > Exam Room Tables,likely,,-1.0190500355583636,63.883381924198254,12.774534879699544,1.0,1.0,,74.71836734693878,63.883381924198254,1.0,12.774534879699544,Furniture > Home & Office Tables,0,,1927
Wayfair,G,Wayfair::Restaurant Furniture > Banquet Furniture > Podiums & Lecterns,Restaurant Furniture > Banquet Furniture > Podiums & Lecterns,Restaurant Furniture > Banquet Furniture > Podiums & Lecterns,3,True,1,,False,Furniture > Lecterns & PA Systems > Lecterns,Staples::Furniture > Lecterns & PA Systems > Lecterns,0.47737545,,0.61843014,Furniture > Lecterns & PA Systems | Furniture > Cubicle & Panel Systems | Furniture > Bookcases & Bookshelves,matched,Staples::Furniture > Lecterns & PA Systems > Lecterns | Staples::Furniture > Lecterns & PA Systems,-0.21137637891687266,98.63556851311954,47.54716981132076,1.0,1.0,,99.04489795918367,98.63556851311954,1.0,47.54716981132076,Furniture > Lecterns & PA Systems > Lecterns,0,,310
Wayfair,G,Wayfair::Restaurant Furniture > Banquet Furniture > Chiavari Chairs,Restaurant Furniture > Banquet Furniture > Chiavari Chairs,Restaurant Furniture > Banquet Furniture > Chiavari Chairs,3,True,1,,False,Furniture > Chairs & Seating,Staples::Furniture > Chairs & Seating,0.3066199,,0.2457296,Furniture > Chair Mats | Furniture > Chairs & Seating > Office Chairs | Furniture > Chairs & Seating > Gaming Chairs,likely,,-1.0190500355583636,63.883381924198254,41.52861760033781,1.0,1.0,,74.71836734693878,63.883381924198254,1.0,41.52861760033781,Furniture > Chairs & Seating,0,,1928
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture,Restaurant Furniture > Outdoor Restaurant Furniture,Restaurant Furniture > Outdoor Restaurant Furniture,2,False,13,,False,Furniture,Staples::Furniture,0.3742209,,0.44703537,Restaurant & Foodservice Supplies > Restaurant Janitorial | Restaurant & Foodservice Supplies > Restaurant Systems | Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel,matched,Staples::Furniture | Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial | Staples::Restaurant & Foodservice Supplies > Restaurant Systems | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Restaurant Worker Shoes | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel | Staples::Furniture > Storage Furniture,0.32634301340118504,100.0,68.52242744063325,0.9230769230769231,0.9230769230769231,,100.0,100.0,1.0,68.52242744063325,Furniture > Storage Furniture,1,Umbrellas,5
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Patio Dining Chairs,Restaurant Furniture > Outdoor Restaurant Furniture > Patio Dining Chairs,Restaurant Furniture > Outdoor Restaurant Furniture > Patio Dining Chairs,3,True,1,,False,Furniture > Chairs & Seating > Breakroom & Dining Chairs,Staples::Furniture > Chairs & Seating > Breakroom & Dining Chairs,0.48612434,,0.62136453,Furniture > Chairs & Seating | Gift Shop > Professional Gifts > Compasses > Patio Furniture | Furniture > Chair Mats,matched,Staples::Furniture > Chairs & Seating > Breakroom & Dining Chairs,-0.09480436871831002,100.0,53.82018019530263,1.0,1.0,,97.5,100.0,0.9166666666666666,53.82018019530263,Furniture > Chairs & Seating,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Patio Bar Stools,Restaurant Furniture > Outdoor Restaurant Furniture > Patio Bar Stools,Restaurant Furniture > Outdoor Restaurant Furniture > Patio Bar Stools,3,True,1,,False,Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,Staples::Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,0.3970124,,0.5492105,Gift Shop > Professional Gifts > Compasses > Patio Furniture | Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Chairs & Stools | Restaurant & Foodservice Supplies > Bar Supplies,matched,Staples::Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,0.23493491578270623,100.0,19.603669724770644,1.0,1.0,,97.5,100.0,0.9166666666666666,19.603669724770644,Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Benches,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Benches,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Benches,3,True,1,,False,Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Benches,Staples::Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Benches,0.3869316,,0.4704584,Furniture > Chairs & Seating > Sofas & Benches | Gift Shop > Professional Gifts > Compasses > Outdoor Decor | Gift Shop > Professional Gifts > Compasses > Outdoor Heaters,matched,Staples::Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Benches | Staples::Furniture > Chairs & Seating > Sofas & Benches | Staples::Gift Shop > Professional Gifts > Compasses > Outdoor Decor,0.044623886453548194,100.0,21.30275229357798,1.0,1.0,,97.5,100.0,0.9166666666666666,21.30275229357798,Gift Shop > Professional Gifts > Compasses > Outdoor Decor,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Patio Conversation Sets,Restaurant Furniture > Outdoor Restaurant Furniture > Patio Conversation Sets,Restaurant Furniture > Outdoor Restaurant Furniture > Patio Conversation Sets,3,True,1,,False,Gift Shop > Professional Gifts > Compasses > Patio Furniture,Staples::Gift Shop > Professional Gifts > Compasses > Patio Furniture,0.2520886,,0.22628565,"Furniture > Storage Furniture > Storage Organization | Gift Shop > Professional Gifts > Compasses > Water Recreation | Gift Shop > Gift Sets, Photo & Custom Gifts > Gift Sets",likely,,-0.17087101903216603,100.0,0.0,1.0,1.0,,97.5,100.0,0.9166666666666666,0.0,Gift Shop > Professional Gifts > Compasses > Patio Furniture,0,,1929
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Patio Sofas & Sectionals,Restaurant Furniture > Outdoor Restaurant Furniture > Patio Sofas & Sectionals,Restaurant Furniture > Outdoor Restaurant Furniture > Patio Sofas & Sectionals,3,True,1,,False,"Furniture > Chairs & Seating > Sofas & Benches > Sofas, Loveseats & Sectionals","Staples::Furniture > Chairs & Seating > Sofas & Benches > Sofas, Loveseats & Sectionals",0.36451977,,0.5046924,Gift Shop > Professional Gifts > Compasses > Patio Furniture | Furniture > Chairs & Seating > Sofas & Benches | Gift Shop > Professional Gifts > Compasses > Recreational Vehicle Accessories,matched,"Staples::Furniture > Chairs & Seating > Sofas & Benches > Sofas, Loveseats & Sectionals",0.147589222574251,100.0,17.827522935779815,1.0,1.0,,97.5,100.0,0.9166666666666666,17.827522935779815,"Furniture > Chairs & Seating > Sofas & Benches > Sofas, Loveseats & Sectionals",0,,279
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Tables,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Tables,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Tables,3,True,1,,False,Restaurant & Foodservice Supplies > Restaurant Janitorial,Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial,0.39756632,,0.4158795,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Restaurant & Foodservice Supplies > Restaurant Systems | Restaurant & Foodservice Supplies > Restaurant Apparel,matched,Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Staples::Restaurant & Foodservice Supplies > Restaurant Systems | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel | Staples::Restaurant & Foodservice Supplies > Custom Restaurant Supplies | Staples::Restaurant & Foodservice Supplies > Restaurant Storage & Transport | Staples::Restaurant & Foodservice Supplies > Commercial Restaurant Equipment | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel > Restaurant Worker Shoes | Staples::Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Restaurant Carts & Dollies,0.7150013942211187,100.0,44.485488126649074,1.0,1.0,,97.5,100.0,0.9166666666666666,44.485488126649074,Restaurant & Foodservice Supplies > Restaurant Systems,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table & Chair Sets,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table & Chair Sets,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table & Chair Sets,3,True,1,,False,Restaurant & Foodservice Supplies > Restaurant Janitorial,Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial,0.35068926,,0.35025164,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Restaurant & Foodservice Supplies > Restaurant Systems | Restaurant & Foodservice Supplies > Restaurant Apparel,matched,Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Staples::Restaurant & Foodservice Supplies > Restaurant Systems,0.46444168439643524,100.0,44.485488126649074,1.0,1.0,,97.5,100.0,0.9166666666666666,44.485488126649074,Restaurant & Foodservice Supplies > Restaurant Systems,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Tables & Sets,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Tables & Sets,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Tables & Sets,3,True,1,,False,Restaurant & Foodservice Supplies > Restaurant Janitorial,Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial,0.37112004,,0.3788547,Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Restaurant & Foodservice Supplies > Restaurant Systems | Restaurant & Foodservice Supplies > Restaurant Apparel,matched,Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Staples::Restaurant & Foodservice Supplies > Restaurant Systems | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel | Staples::Restaurant & Foodservice Supplies > Custom Restaurant Supplies,0.6156687172731412,100.0,44.485488126649074,1.0,1.0,,97.5,100.0,0.9166666666666666,44.485488126649074,Restaurant & Foodservice Supplies > Restaurant Systems,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table Tops,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table Tops,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table Tops,3,True,1,,False,Furniture > Home & Office Tables > Table Components > Table Tops,Staples::Furniture > Home & Office Tables > Table Components > Table Tops,0.4390768,,0.60561275,Restaurant & Foodservice Supplies > Restaurant Janitorial | Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Restaurant & Foodservice Supplies > Restaurant Systems,matched,Staples::Furniture > Home & Office Tables > Table Components > Table Tops | Staples::Restaurant & Foodservice Supplies > Restaurant Janitorial | Staples::Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Staples::Restaurant & Foodservice Supplies > Restaurant Systems,0.7997075836901901,100.0,56.344954128440364,1.0,1.0,,97.5,100.0,0.9166666666666666,56.344954128440364,Furniture > Home & Office Tables > Table Components > Table Tops,0,,5
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table Bases,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table Bases,Restaurant Furniture > Outdoor Restaurant Furniture > Outdoor Restaurant Table Bases,3,True,1,,False,Furniture > Home & Office Tables > Table Components > Table Bases,Staples::Furniture > Home & Office Tables > Table Components > Table Bases,0.44398287,,0.61248124,Restaurant & Foodservice Supplies > Restaurant Janitorial | Restaurant & Foodservice Supplies > Restaurant Apparel > Restaurant Apparel | Restaurant & Foodservice Supplies > Restaurant Systems,matched,Staples::Furniture > Home & Office Tables > Table Components > Table Bases,0.49281897589805007,100.0,51.7651376146789,1.0,1.0,,97.5,100.0,0.9166666666666666,51.7651376146789,Furniture > Home & Office Tables > Table Components > Table Bases,0,,306
Wayfair,G,Wayfair::Restaurant Furniture > Outdoor Restaurant Furniture > TV Enclosures,Restaurant Furniture > Outdoor Restaurant Furniture > TV Enclosures,Restaurant Furniture > Outdoor Restaurant Furniture > TV Enclosures,3,True,1,,False,Hard Drives & Data Storage > Hard Drive Enclosures,Staples::Hard Drives & Data Storage > Hard Drive Enclosures,0.33015093,,0.45870158,Furniture > Carts & Stands > TV Stands | TV & Streaming Media | TV & Streaming Media > TV & Video > TV Accessories,matched,Staples::Hard Drives & Data Storage > Hard Drive Enclosures,0.5863947730600056,100.0,49.30678464331717,1.0,1.0,,97.5,100.0,0.9166666666666666,49.30678464331717,Furniture > Carts & Stands > TV Stands,0,,359
