competitor,comp_path,context_path,is_leaf,concept,source,candidates,staples_carries,gold_staples_path,note
Amazon,Tools & Home Improvement > Building Supplies > HVAC,Tools & Home Improvement > Building Supplies > HVAC,True,HVAC,verification loop,"Office Supplies > Office Basics > Office Supply Kits || School Supplies > Learning at Home > Building Sets || Facilities > Paint Supplies > Wood Care & Maintenance || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Laboratory & Scientific Supplies > Lab Safety > Maintenance & Safety Supplies || Facilities > Plumbing || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Tools, Parts & Supplies > Power Tools > Concrete Tools || Tools, Parts & Supplies > Tool & Garage Organization || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuums || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuum Parts & Accessories",,,
Wayfair,Shop Office Spaces > Meeting & Collaborative Spaces > Meeting Space Tables,Office Spaces > Meeting & Collaborative Spaces > Meeting Space Tables,True,Meeting Space Tables,verification loop,Furniture > Home & Office Tables > Conference Room Tables || Furniture > Home & Office Tables > Training Room Tables || Furniture > Home & Office Tables > Classroom & Kids' Tables || School Supplies > Learning at Home > Building Sets || School Supplies > Teacher Supplies > Classroom Storage & Organization || Furniture > Home & Office Tables || Office Supplies > Storage & Organization || Office Supplies > Storage & Organization > Storage Furniture || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Home & Office Tables > Folding Tables || Retail Store Supplies > Spa & Salon > Spa & Massage > Massage Tables,,,
Walmart,Health and Medicine > Digestive Health > Loperamide,Health and Medicine > Digestive Health > Loperamide,True,Loperamide,verification loop,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Probiotics || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Antacids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Healthcare Supplies > Personal Care > Skin Care > Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Laxatives || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy || Healthcare Supplies > Patient Care > Respiratory Therapy || Healthcare Supplies > Professional Dental Supplies > Operatory Products || Retail Store Supplies > Store Security & Operations",,,
Amazon,"Patio, Lawn & Garden > Outdoor Power Tools > Tillers","Patio, Lawn & Garden > Outdoor Power Tools > Tillers",True,Tillers,verification loop,"Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Grounds Maintenance > Outdoor Tools || Facilities > Hand & Power Tools > Power Tools > Power Saws & Accessories || Facilities > Grounds Maintenance > Outdoor Tools > Rakes & Leaf Blowers || Facilities > Hand & Power Tools > Power Tools > Cordless Tools & Accessories || Tools, Parts & Supplies > Power Tools || Facilities > Hand & Power Tools > Power Tools || Facilities > Grounds Maintenance > Watering Equipment > Lawn Sprinklers || Facilities > Hand & Power Tools || Facilities > Hand & Power Tools > Tool Storage || Expanded Assortment > Paint & Paint Supplies > Paint Rollers || Laboratory & Scientific Supplies > Labware & Consumables > Diluters, Dispensers & Fillers",,,
Walmart,Electronics > Electronics Learning Center > Ads Free Page 21,Electronics > Electronics Learning Center > Ads Free Page 21,True,Ads Free Page 21,verification loop,School Supplies > Learning at Home || School Supplies > Learning at Home > Learning & Development Toys || School Supplies > School Tech > Computers & Accessories for School || School Supplies > Teacher Supplies > Classroom Books & Digital Media || Computer Software > Education & Language Learning Software || Computers & Accessories > Computer Deals || School Supplies > Learning at Home > Learning Games || Computer Software > Hobbies & Personal Interest Software || Furniture > Storage Furniture > Electronics & Computer Storage Units || School Supplies > School Tech > Computers & Accessories for School > School Computer Monitors || Appliances & Kitchenware > Major Appliances > Freezers || Retail Store Supplies > Point of Sale (POS) Equipment > Restaurant Pagers & Communication,,,
Amazon,Industrial & Scientific > Cutting Tools > Threading Taps,Industrial & Scientific > Cutting Tools > Threading Taps,True,Threading Taps,verification loop,"Tools, Parts & Supplies > Hand Tools > Electrical Tools: Wire Pulling Grips || Tools, Parts & Supplies > Power Tools > Drilling and Fastening Tools || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cutting Boards || Tools, Parts & Supplies > Hand Tools > Bending & Flaring Tools || Tools, Parts & Supplies > Hand Tools || Tools, Parts & Supplies > Welding Tools || Facilities > Hand & Power Tools > Hand Tools || Tools, Parts & Supplies > Power Tools > Finishing Tools || Facilities > Hand & Power Tools > Tool Storage || Tools, Parts & Supplies > Hand Tools > Reamers & Deburring Tools || Retail Store Supplies > Sewing & Tailoring > Thread || Tools, Parts & Supplies > Hand Tools > Pipe Threaders",,,
Walmart,Health and Medicine > Home Health Care > Marpac,Health and Medicine > Home Health Care > Marpac,True,Marpac,verification loop,Healthcare Supplies > Personal Care || Healthcare Supplies > Personal Dental Care || Healthcare Supplies > Patient Care || Healthcare Supplies > Personal Care > Baby Care || Healthcare Supplies > Patient Care > Medical Practice Furniture || Healthcare Supplies || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Wound Care || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Office Supplies > Writing Supplies & Instruments > Markers || School Supplies > School Art Supplies > Art & School Markers,,,
Walmart,Health and Medicine > Foot Care > Wart,Health and Medicine > Foot Care > Wart,True,Wart,verification loop,Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Wound Care || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Durable Medical Equipment > Orthopedics > Ankle & Foot Supports || Healthcare Supplies > Personal Care > Skin Care > Hair Removal || Retail Store Supplies > Spa & Salon > Bath & Body > Body Treatments || Healthcare Supplies > Wound Care > Advanced Wound Care || Healthcare Supplies > Personal Dental Care > Oral Care || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Topical Pain Relief || Furniture > Decor > Wall Art || Appliances & Kitchenware > Major Appliances > Food Warmers,,,
Amazon,Industrial & Scientific > Power & Hand Tools > Workholding,Industrial & Scientific > Power & Hand Tools > Workholding,True,Workholding,verification loop,"Facilities > Hand & Power Tools > Power Tools || Facilities > Hand & Power Tools || Facilities > Hand & Power Tools > Tool Storage || Tools, Parts & Supplies > Power Tools || Facilities > Hand & Power Tools > Hand Tools || Facilities > Hand & Power Tools > Power Tools > Power Tool Sets || Tools, Parts & Supplies > Hand Tools || Facilities > Hand & Power Tools > Hand Tools > Hand Tool Sets || Computers & Accessories > Computer Parts & Components > Power Supplies || Facilities > Hand & Power Tools > Power Tools > Power Saws & Accessories || Furniture > Home & Office Tables > Folding Tables || Furniture > Chairs & Seating > Stacking & Folding Chairs",,,
Walmart,Home Improvement > Renewable Energy > Wind Turbines,Home Improvement > Renewable Energy > Wind Turbines,True,Wind Turbines,verification loop,"Gift Shop > Professional Gifts > Compasses > Solar Panels || Batteries & Power > Power Management || Batteries & Power > Power Management > Power Distribution Units || Safety Supplies > Generators || Batteries & Power > Power Management > Power Inverters || Computers & Accessories > Computer Parts & Components > Power Supplies || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Water & Wastewater Testing || Facilities > Heating & Cooling || Facilities > Hand & Power Tools > Power Tools || Facilities > Hand & Power Tools || Computers & Accessories > Windows 10 PCs || Shredders, Projectors & Office Machines > Binding Equipment > Binding Machines",,,
Walmart,Health and Medicine > Ear Care > Excess Earwax,Health and Medicine > Ear Care > Excess Earwax,True,Excess Earwax,verification loop,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Ear Drops & Eye Drops || Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Wound Care || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Safety Supplies > Personal Protective Equipment (PPE) > Ear Protection || Healthcare Supplies > Personal Care > Skin Care > Hair Removal || Healthcare Supplies > Personal Dental Care > Oral Care || Healthcare Supplies > Patient Care || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales || Networking & WiFi > Wireless Access Points || Healthcare Supplies > Professional Dental Supplies > Dental Instruments > Excavators, Hatchets & Margin Trimmers",,,
OfficeDepot,Furniture > Furniture Accessories > Cord & Wire Management,Furniture > Furniture Accessories > Cord & Wire Management,True,Cord & Wire Management,verification loop,Furniture > Storage Furniture || Furniture || Furniture > Decor || Furniture > Storage Furniture > Media Storage Furniture || Furniture > Chairs & Seating > Chair Parts & Accessories || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Retail Store Supplies > Store Fixtures & Retail Displays > Hangrails & Accessories || Furniture > School Furniture > Classroom Storage Furniture || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Facilities > Electrical and Wiring > Electrical > Wire || Computers & Accessories > Computer Accessories & Peripherals > Cables & Cable Accessories > Cable Management,,,
Wayfair,Outdoor > Backyard Play > Kids Cars & Ride-On Toys,Outdoor > Backyard Play > Kids Cars & Ride-On Toys,True,Kids Cars & Ride-On Toys,verification loop,Furniture > Daycare & Nursery > Play & Rest Mats || School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games || School Supplies > Learning at Home > Pretend Play || School Supplies > Learning at Home > Pretend Play > Toy Vehicles || Gift Shop > Game Room & Toys || School Supplies > Preschool Supplies > Pretend Play & Dress Up || School Supplies > Teacher Supplies > Physical Education & Recreation > Riding Toys & Wagons || Gift Shop > Game Room & Toys > Game Room > Pool Tables & Accessories || School Supplies > Teacher Supplies > Physical Education & Recreation > Playground Equipment || Gift Shop > Game Room & Toys > Game Room || Furniture > Chairs & Seating > Kids Seating || School Supplies > Learning at Home > Educational & STEM Toys,,,
Amazon,"Industrial & Scientific > Test, Measure & Inspect > Recorders & Data Acquisition","Industrial & Scientific > Test, Measure & Inspect > Recorders & Data Acquisition",True,Recorders & Data Acquisition,verification loop,"Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Monitoring Equipment || Safety Supplies > Test Instruments, Meters & Precision Tools || Laboratory & Scientific Supplies > Lab Instruments & Equipment || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Time & Temperature Instruments || Facilities > Hand & Power Tools > Hand Tools > Testers & Indicators || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Testing Kits || Facilities > Hand & Power Tools > Measuring & Layout Tools > Inspection Mirrors || Facilities > Hand & Power Tools > Measuring & Layout Tools > Tape Measures || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Water & Wastewater Testing || Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage || Audio > Portable Audio > Voice Recorders || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Lab Notebooks, Recorders & Dataloggers",,,
Amazon,Appliances > Vacuums & Floor Care > Sweepers,Appliances > Vacuums & Floor Care > Sweepers,True,Sweepers,verification loop,"Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuums || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Carpet Extractors & Cleaners || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Machines & Burnishers || Cleaning Supplies > Floor & Carpet Cleaning Equipment || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Wet/Dry Vacuums || Tools, Parts & Supplies > Floor Scrapers || Cleaning Supplies > Cleaning Tools > Sponges & Scrubbers || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Auto Scrubbers || Cleaning Supplies > Cleaning Chemicals & Wipes > Carpet Care || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Pads || Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Sugar & Sweeteners || Shipping, Packing & Mailing Supplies > Shipping Supplies > Corrugated Boxes & Pads > Shippers",,,
Amazon,Industrial & Scientific > Cutting Tools > Boring Bars,Industrial & Scientific > Cutting Tools > Boring Bars,True,Boring Bars,verification loop,"Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cutting Boards || Tools, Parts & Supplies > Power Tools > Finishing Tools || Tools, Parts & Supplies > Hand Tools || Tools, Parts & Supplies > Hand Tools > Electrical Tools: Wire Pulling Grips || Tools, Parts & Supplies > Power Tools > Concrete Tools || Facilities > Hand & Power Tools > Hand Tools || Restaurant & Foodservice Supplies > Smallwares > Commercial Baking Tools || Tools, Parts & Supplies > Hand Tools > Electrical Tools, Meters & Fish Tape || Facilities > Hand & Power Tools > Hand Tools > Hand Tool Sets || Facilities > Hand & Power Tools > Tool Storage || Furniture > Decor > Home & Office Decor > Home & Office Bars || Facilities > Hand & Power Tools > Hand Tools > Crowbars & Pry Bars",,,
Amazon,Health & Personal Care > Medical Supplies & Equipment > Funeral,Health & Personal Care > Medical Supplies & Equipment > Funeral,True,Funeral,verification loop,Healthcare Supplies > Personal Care || Healthcare Supplies > Personal Dental Care || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Healthcare Supplies > Patient Care > Medical Practice Furniture || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment || Healthcare Supplies > Professional Dental Supplies || Healthcare Supplies > Patient Care > Medical Practice Furniture > Medical Cabinets || Healthcare Supplies > Durable Medical Equipment || Healthcare Supplies || Facilities > Heating & Cooling > General Purpose Fans || Batteries & Power > Battery Shop > General Purpose Batteries,,,
Walmart,Health and Medicine > Foot Care > Lamisil,Health and Medicine > Foot Care > Lamisil,True,Lamisil,verification loop,Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Topical Pain Relief || Healthcare Supplies > Personal Dental Care > Oral Care || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Patient Care || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Wound Care || Healthcare Supplies > Personal Dental Care || Healthcare Supplies > Personal Care > Baby Care || Office Supplies > Laminators & Supplies || Office Supplies > Laminators & Supplies > Laminating Machines,,,
Walmart,Health and Medicine > Caregiver > Sinus,Health and Medicine > Caregiver > Sinus,True,Sinus,verification loop,"Healthcare Supplies > Patient Care > Respiratory Therapy || Healthcare Supplies > Patient Care || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy || Healthcare Supplies > Professional Dental Supplies > Infection Prevention || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > Patient Care > Respiratory Therapy > Oxygen Therapy || Healthcare Supplies > Patient Care > Respiratory Therapy > Tracheostomy Care || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Sleep Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Topical Pain Relief || Healthcare Supplies > Personal Dental Care > Oral Care || Facilities > Plumbing > Sinks || Cleaning Supplies > Sink Strainers",,,
Walmart,Health and Medicine > Digestive Health > Iberogast,Health and Medicine > Digestive Health > Iberogast,True,Iberogast,verification loop,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Healthcare Supplies > Personal Care > Skin Care > Supplements || Healthcare Supplies > Patient Care > Respiratory Therapy || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Sleep Aids || Healthcare Supplies > Physical Therapy and Rehabilitation Equipment || Healthcare Supplies > Professional Dental Supplies > Infection Prevention || Healthcare Supplies > Wound Care > Advanced Wound Care > Cast Protectors || Tools, Parts & Supplies > Hand Tools > Scribers & Scratch Awls",,,
Walmart,Party & Occasions > The Lion King Party Supplies > The Lion King Decorative Baking,Party & Occasions > The Lion King Party Supplies > The Lion King Decorative Baking,True,The Lion King Decorative Baking,verification loop,Party Supplies > Party Favors & Costumes || Expanded Assortment > Pet Supplies & Accessories > Bird Supplies || Furniture > Decor > Seasonal Decor > Standing Decor || Expanded Assortment > Pet Supplies & Accessories > Dog & Cat Supplies || Furniture > Decor > Wall Art > Food & Kitchen Art || Furniture > Decor > Wall Art > Animal Art || School Supplies > Learning at Home > Pretend Play > Stuffed Animals & Puppets || Party Supplies || Retail Store Supplies > Backroom Retail Supplies > Dressing Room Supplies & Try-On Accessories || Party Supplies > Party Favors & Costumes > Party Hats || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor > Decorative Accents,,,
Walmart,Health and Medicine > Digestive Health > Papaya Enzymes,Health and Medicine > Digestive Health > Papaya Enzymes,True,Papaya Enzymes,verification loop,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Healthcare Supplies > Personal Care > Skin Care > Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Probiotics || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Sleep Aids || Healthcare Supplies > Patient Care > Respiratory Therapy || Paper || Paper > Specialty Paper Products > POS Paper",,,
Amazon,Industrial & Scientific > Science Education > Insects & Insect Kits,Industrial & Scientific > Science Education > Insects & Insect Kits,True,Insects & Insect Kits,verification loop,Laboratory & Scientific Supplies || Laboratory & Scientific Supplies > Educational Materials & Accessories || School Supplies > Teacher Supplies > Physical Education & Recreation > Physical Education Equipment || School Supplies > Learning at Home > Educational & STEM Toys || School Supplies > Teacher Supplies > Physical Education & Recreation || Laboratory & Scientific Supplies > Controlled Environment Supplies || Education || Laboratory & Scientific Supplies > Labware & Consumables > General Laboratory Supplies || Laboratory & Scientific Supplies > Lab Safety || School Supplies > Learning at Home > Learning & Development Toys || Healthcare Supplies > Personal Care > Baby Care > Baby Kits || Arts & Crafts > Crafting > Craft Kits,,,
Amazon,"Arts, Crafts & Sewing > Fabric Decorating > Fixatives","Arts, Crafts & Sewing > Fabric Decorating > Fixatives",True,Fixatives,verification loop,Retail Store Supplies > Sewing & Tailoring > Fabric || Retail Store Supplies > Sewing & Tailoring > Patterns & Sewing Books || Arts & Crafts > Painting Accessories || Retail Store Supplies > Sewing & Tailoring > Knit & Crochet Supplies || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Wall Art > Wall Art/Decor || Furniture > Decor > Wall Art > Floral Art || Arts & Crafts > Crafting > Craft Supplies || Retail Store Supplies > Sewing & Tailoring > Sewing Tools || School Supplies > Teacher Supplies > Classroom Decorations > Decorative Accents & Board Sets || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Laxatives || Healthcare Supplies > Professional Dental Supplies > Restoratives & Cosmetic,,,
Amazon,"Patio, Lawn & Garden > Outdoor Heating & Cooling > Fire Pit Spark Screens","Patio, Lawn & Garden > Outdoor Heating & Cooling > Fire Pit Spark Screens",True,Fire Pit Spark Screens,verification loop,"Facilities > Heating & Cooling || Facilities > Heating & Cooling > Heaters || Retail Store Supplies > Spa & Salon > Spa & Massage > Heating & Warming Pads || Gift Shop > Professional Gifts > Compasses > Outdoor Heaters || Tools, Parts & Supplies > Power Tools > Heat Guns & Torches || Facilities > Heating & Cooling > Ceiling Fans || Facilities > Grounds Maintenance > Watering Equipment > Water Hoses & Accessories || Facilities > Heating & Cooling > Bathroom Fans || Facilities > Grounds Maintenance > Outdoor Tools > Pressure Washers & Accessories || Furniture > Lamps & Lighting > Outdoor Lighting || Cleaning Supplies > Cleaning Chemicals & Wipes > Urinal Screens || Shredders, Projectors & Office Machines > Projectors & Accessories > Projector Screens",,,
Walmart,Health and Medicine > Foot Care > Kerasal,Health and Medicine > Foot Care > Kerasal,True,Kerasal,verification loop,Healthcare Supplies > Wound Care || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Patient Care || Healthcare Supplies > Personal Care > Baby Care || Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Patient Care > Medical Practice Furniture || Healthcare Supplies > Durable Medical Equipment > Orthopedics > Ankle & Foot Supports || Healthcare Supplies > Personal Dental Care || Office Supplies > Writing Supplies & Instruments > Erasers || Wearable Technology > Action Cameras,,,
Amazon,Electronics > eBook Readers & Accessories > Bundles,Electronics > eBook Readers & Accessories > Bundles,True,Bundles,verification loop,"Tablets & iPads > Digital Notebooks & Accessories || Computers & Accessories > Computer Deals || Computers & Accessories || Retail Store Supplies > Point of Sale (POS) Equipment > Barcode Scanners & Readers || Phones, Cameras & Electronics > Phones & Accessories || Hard Drives & Data Storage > Memory Card Readers & Adapters || Computers & Accessories > Computer Accessories & Peripherals > Cables & Cable Accessories || Computers & Accessories > Computer Accessories & Peripherals || Computers & Accessories > Computer Parts & Components || School Supplies > Teacher Supplies > Classroom Books & Digital Media || Furniture > Decor > Candles || Tools, Parts & Supplies > Hand Tools > Files & Handles",,,
Amazon,Industrial & Scientific > Professional Medical Supplies > Radiology & Imaging,Industrial & Scientific > Medical Supplies > Radiology & Imaging,True,Radiology & Imaging,verification loop,Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Oximeters || Laboratory & Scientific Supplies > Labware & Consumables > General Laboratory Supplies || Healthcare Supplies > Patient Care > Medical Practice Furniture > Medical Cabinets || Healthcare Supplies > Physical Therapy and Rehabilitation Equipment || Healthcare Supplies > Patient Care > Medical Practice Furniture || Healthcare Supplies > Durable Medical Equipment || Healthcare Supplies > Professional Dental Supplies || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments || Laboratory & Scientific Supplies || Healthcare Supplies || Healthcare Supplies > Patient Care > Urology & Ostomy || Audio > Portable Audio > Two Way Radios,,,
Walmart,Personal Care > Feminine Care > Stayfree Pads,Personal Care > Feminine Care > Stayfree Pads,True,Stayfree Pads,verification loop,Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Personal Care > Baby Care || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Healthcare Supplies > Personal Care || Healthcare Supplies > Personal Care > Skin Care > Skin Care Treatment || Healthcare Supplies > Personal Care > Period Care > Menstrual Pads || Healthcare Supplies > Personal Care > Maternity || Healthcare Supplies > Personal Care > Baby Care > Baby Wipes || Decor > Rug Pads || Office Supplies > Desk Organizers & Accessories > Desk Pads,,,
Amazon,"Home & Kitchen > Heating, Cooling & Air Quality > Evaporative Coolers","Home & Kitchen > Heating, Cooling & Air Quality > Evaporative Coolers",True,Evaporative Coolers,verification loop,"Facilities > Heating & Cooling || Facilities > Heating & Cooling > Air Conditioners || Facilities > Heating & Cooling > Heaters || Facilities > Air Quality > Air Purifiers || Retail Store Supplies > Spa & Salon > Spa & Massage > Heating & Warming Pads || Facilities > Air Quality > Air Purifier Filters || Facilities > Air Quality > Air Filter Accessories || Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers || Facilities > Grounds Maintenance > Watering Equipment > Water Hoses & Accessories || Gift Shop > Professional Gifts > Compasses > Outdoor Heaters || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor > Decorative Accents",,,
Amazon,Home & Kitchen > Event & Party Supplies > Photobooth Props,Home & Kitchen > Event & Party Supplies > Photobooth Props,True,Photobooth Props,verification loop,"Party Supplies > Wedding Supplies || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies > Party Favors & Costumes || Party Supplies || Party Supplies > Wedding Supplies > Wedding Favors || Party Supplies > Balloons & Accessories || Party Supplies > Party Favors & Costumes > Party Favors || Party Supplies > Wedding Supplies > Wedding Glassware || Party Supplies > Party Supply Kits || Gift Shop > Wedding Invitations & Kits || Healthcare Supplies > Professional Dental Supplies > Dental Instruments > Mouth Props, Cheek Retractors & Gags || Gift Shop > Gift Sets, Photo & Custom Gifts > Photo Gifts",,,
Amazon,Tools & Home Improvement > Hardware > Address Numbers & Plaques,Tools & Home Improvement > Hardware > Address Numbers & Plaques,True,Address Numbers & Plaques,verification loop,"Facilities > Hardware > Door Hardware || Tools, Parts & Supplies > Hardware || Facilities > Plumbing > Bathroom Hardware > Bathroom Safety Hardware || Computers & Accessories > Computer Parts & Components || Computers & Accessories > Computer Parts & Components > Computer Cards || Facilities > Plumbing > Bathroom Hardware || Retail Store Supplies > Time Clock Systems || Furniture > Storage Furniture > Electronics & Computer Storage Units || Smart Home & Security > Security System Accessories || Computers & Accessories > Computer Accessories & Peripherals > Multi-Factor Authentication || School Supplies > Teacher Supplies > Classroom Decorations > Letters & Numbers || Retail Store Supplies > Store Fixtures & Retail Displays > Dress Forms",,,
Walmart,Personal Care > Men's Essentials > Viking Revolution,Personal Care > Men's Essentials > Viking Revolution,True,Viking Revolution,verification loop,"Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Furniture > Decor > Wall Art > People & Fashion Art || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Expanded Assortment > Personal Care & Eyewear || Healthcare Supplies > Personal Care || Safety Supplies > Personal Protective Equipment (PPE) > Life Vests || Healthcare Supplies > Personal Care > Baby Care > Youth Feeding Supplies || Safety Supplies > Personal Protective Equipment (PPE) > Head & Face Protection > Hard Hats & Safety Helmets || Furniture > Decor > Wall Art > Still Life || Gift Shop > Home, Personal & Travel || Cleaning Supplies > Cleaning Chemicals & Wipes > Dilution Control Systems & Chemicals > Dilution Control Chemicals || Cleaning Supplies > Cleaning Chemicals & Wipes > Dilution Control Systems & Chemicals > Dilution Control System & Accessories",,,
Walmart,Home > Featured Shops > Simple Modern,Home > Featured Shops > Simple Modern,True,Simple Modern,verification loop,Furniture > Decor > Wall Art > People & Fashion Art || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Decor > Wall Art > Food & Kitchen Art || Retail Store Supplies > Backroom Retail Supplies > Dressing Room Supplies & Try-On Accessories || Furniture > Decor > Wall Art > Contemporary Art || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Furniture > Decor > Home & Office Decor || Furniture > Decor > Wall Art > Art by Famous Artists || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories || School Supplies > Learning at Home > Home School Furniture || Networking & WiFi > Modems || Networking & WiFi > Modem/Router Combos,,,
