competitor,comp_path,context_path,is_leaf,source,candidates,staples_carries,gold_staples_path,note
Wayfair,School Spaces > Science Lab Furniture > Science & Lab Tables,School Spaces > Science Lab Furniture > Science & Lab Tables,True,stratified sample,Laboratory & Scientific Supplies > Lab Furniture & Fixtures || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Desks || Laboratory & Scientific Supplies > Lab Safety || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Benches || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Carts || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Cabinets || Laboratory & Scientific Supplies > Lab Instruments & Equipment || Laboratory & Scientific Supplies || Laboratory & Scientific Supplies > Educational Materials & Accessories || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Chairs & Stools || Laboratory & Scientific Supplies > Labware & Consumables > Lab Bags || Laboratory & Scientific Supplies > Labware & Consumables > Lab Bottles,,,
Wayfair,Shop Restaurant Spaces > Dining Room,Restaurant Spaces > Dining Room,False,stratified sample,Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Home & Office Tables > Conference Room Tables || Furniture > Decor > Home & Office Decor > Living Room Accents || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Furniture > Home & Office Tables > Training Room Tables || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Catering & Buffet Supplies || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Furniture > Decor > Home & Office Decor > Home & Office Bars || Appliances & Kitchenware > Kitchenware > Dining & Tableware || Gift Shop > Game Room & Toys > Game Room,,,
Wayfair,Holiday > Easter > Easter Bedding & Bath,Holiday > Easter > Easter Bedding & Bath,True,stratified sample,"Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Seasonal Decor > Holiday Lighting || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Beds & Bedding || Furniture > Decor > Beds & Bedding > Bedding || Furniture > Decor > Seasonal Decor || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Candles || Retail Store Supplies > Spa & Salon > Bath & Body || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids",,,
Wayfair,Contractor > Hardware & Doors > Window Treatments,Contractor > Hardware & Doors > Window Treatments,True,stratified sample,Facilities > Plumbing > Bathroom Hardware > Water Treatment || Facilities > Plumbing > Bathroom Hardware > Bathroom Safety Hardware || Facilities > Hardware > Door Hardware || Facilities > Hardware > Door Hardware > Door Strips || Facilities > Hardware > Door Hardware > Door Stops & Bumpers || Facilities > Paint Supplies > Wood Care & Maintenance || Furniture > Cubicle & Panel Systems > Desktop Privacy Panels || Facilities > Hardware > Ceiling || Facilities > Plumbing > Bathroom Hardware || Furniture > Cubicle & Panel Systems || Retail Store Supplies > Spa & Salon > Bath & Body > Body Treatments || Retail Store Supplies > Spa & Salon > Hair > Hair Treatment,,,
Wayfair,Shop Contractor Spaces > Bathroom Renovation > Bathroom Tiles & Flooring,Contractor Spaces > Bathroom Renovation > Bathroom Tiles & Flooring,True,stratified sample,Facilities > Hardware > Ceiling > Ceiling Tiles || Facilities > Plumbing > Bathroom Hardware || Facilities > Floor Mats & Flooring || Facilities > Plumbing > Bathroom Hardware > Bathroom Safety Hardware || Facilities > Bathroom Fixtures || Facilities > Floor Mats & Flooring > Commercial Floor Mats || Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Facilities > Bathroom Fixtures > Toilet Seat Cover Dispensers || Facilities > Hardware > Ceiling || Facilities > Heating & Cooling > Bathroom Fans,,,
Wayfair,Decor & Rugs (Pro) > Business Décor > Indoor Fountains,Decor & Rugs (Pro) > Business Décor > Indoor Fountains,True,stratified sample,Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Furniture > Lamps & Lighting > Outdoor Lighting || Facilities > Plumbing > Drinking Fountains || Furniture > Decor > Seasonal Decor > Standing Decor || Furniture > Decor > Wall Art > Garden Landscape || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Artificial Plants & Flowers || Furniture > Decor > Home & Office Decor || Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Plumbing > Drinking Fountain Repair & Accessories || Retail Store Supplies > Retail Signage > Indoor & Outdoor Retail Signage,,,
Wayfair,"Baby & Kids > Educational Games & Toys > STEM Games, Toys, and Resources","Baby & Kids > Educational Games & Toys > STEM Games, Toys, and Resources",True,stratified sample,"School Supplies > Learning at Home > Educational & STEM Toys || School Supplies > Teacher Supplies > Games, Puzzles & Toys || School Supplies > Learning at Home > Learning & Development Toys || School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games || School Supplies > Learning at Home > Learning Games || Gift Shop > Game Room & Toys || School Supplies > Learning at Home > Pretend Play > Toy Vehicles || School Supplies > Learning at Home > Board & Card Games || School Supplies > Preschool Supplies > Pretend Play & Dress Up || School Supplies > Learning at Home > Pretend Play || School Supplies > Teacher Supplies > Teacher Resources || School Supplies > Teacher Supplies > Teacher Resources > Teaching Resources",,,
Wayfair,Restaurant Furniture > Restaurant Dining & Bar Furniture > Table Parts,Restaurant Furniture > Restaurant Dining & Bar Furniture > Table Parts,True,stratified sample,Furniture > Home & Office Tables > Table Components || Furniture > Home & Office Tables > Accent & Coffee Tables || Furniture > Home & Office Tables > Table Components > Table Tops || Furniture > Home & Office Tables > Folding Tables || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Home & Office Tables || Furniture > Chairs & Seating > Chair Parts & Accessories || Furniture > Home & Office Tables > Table Components > Table Bases || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Furniture > Home & Office Tables > Training Room Tables || Gift Shop > Table Tents || Furniture > Lamps & Lighting > Table Lamps,,,
Wayfair,Restaurant Storage > Cabinet & Pantry Organization > Pantry Shelf Organizers,Restaurant Storage > Cabinet & Pantry Organization > Pantry Shelf Organizers,True,stratified sample,Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Storage & Organizers || Office Supplies > Desk Organizers & Accessories > Drawer Organizers || Office Supplies > Storage & Organization > Storage Drawers || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Furniture > Storage Furniture > Storage Cabinets || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Systems || Office Supplies > Storage & Organization > Storage Bins || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Clothes Racks & Portable Closets || Office Supplies > Desk Organizers & Accessories > Desk Organizers || Office Supplies > Desk Organizers & Accessories > File Organizers,,,
Wayfair,Rugs > One-of-a-Kind Rugs,Rugs > One-of-a-Kind Rugs,True,stratified sample,"Decor > Rugs || Decor > Rug Pads || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Chair Mats || Furniture > Decor > Home & Office Decor > Accent Furniture || Furniture > Standing Desk Mats || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Curtains, Blinds & Shades || Furniture > Decor > Shower Curtains & Accessories || Facilities > Electrical and Wiring > Electrical > Plugs and Connectors || Smart Home & Security > Smart Plugs & Outlets",,,
Wayfair,Restaurant Storage > Cabinet & Pantry Organization,Restaurant Storage > Cabinet & Pantry Organization,False,stratified sample,"Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Office Supplies > Storage & Organization > Storage Drawers || Office Supplies > Storage & Organization > Storage Furniture || Furniture > Storage Furniture > Storage Organization || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Storage & Organizers || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Office Supplies > Storage & Organization > Storage Baskets || Furniture > Storage Furniture > Storage Cabinets || Office Supplies > Storage & Organization || Tools, Parts & Supplies > Tool & Garage Organization",,,
Wayfair,Decor & Rugs (Pro) > Business Décor > Wall & Display Shelves,Decor & Rugs (Pro) > Business Décor > Wall & Display Shelves,True,stratified sample,Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Furniture > Storage Furniture > Display Cases || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Wall Art || Furniture > Decor > Wall Art > Wall Art/Decor || Retail Store Supplies > Store Fixtures & Retail Displays > Slatwall Panels & Accessories || Retail Store Supplies > Store Fixtures & Retail Displays > Slat-Grid Panels & Accessories || Retail Store Supplies > Store Fixtures & Retail Displays > Wire Grid Panels & Accessories || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor > Wall Art > Wall Decals || School Supplies > Elementary School Supplies > Display Boards || Safety Supplies > Safety Storage > Safety Cabinets & Shelves,,,
Wayfair,Home Improvement > Kitchen Remodel & Kitchen Fixtures > Water Filtration,Home Improvement > Kitchen Remodel & Kitchen Fixtures > Water Filtration,True,stratified sample,"Facilities > Plumbing > Bathroom Hardware > Water Treatment || Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers || Facilities > Plumbing > Drinking Fountain Repair & Accessories || Facilities > Grounds Maintenance > Watering Equipment > Water Hoses & Accessories || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Filtration Products || Coffee, Water & Snacks > Water & Beverages > Water || Cleaning Supplies > Sink Strainers || Cleaning Supplies > Natural Cleaning Supplies > Natural Cleaning Supplies || Cleaning Supplies > Natural Cleaning Supplies || Cleaning Supplies > Floor & Carpet Cleaning Equipment || Gift Shop > Professional Gifts > Compasses > Water Recreation",,,
Wayfair,Shop Hospitality Spaces > Retail > Stanchions,Hospitality Spaces > Retail > Stanchions,True,stratified sample,Safety Supplies > Stanchions & Barricades || Retail Store Supplies > Retail Signage > Custom Retail Signage || Retail Store Supplies > Retail Signage || Retail Store Supplies > Retail Signage > Indoor & Outdoor Retail Signage || Retail Store Supplies > Store Fixtures & Retail Displays > Slat-Grid Panels & Accessories || Retail Store Supplies > Backroom Retail Supplies > Clothing Hangers & Accessories || Retail Store Supplies > Store Fixtures & Retail Displays > Store Shelving || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Retail Store Supplies > Retail Packaging > Retail Boxes & Bags || Retail Store Supplies > Store Fixtures & Retail Displays || Furniture > Carts & Stands > TV Stands || Furniture > Carts & Stands > Carts & Stands,,,
Wayfair,Kitchen > Kitchen Utensils & Tools > Meat & Seafood Tools,Kitchen > Kitchen Utensils & Tools > Meat & Seafood Tools,True,stratified sample,"Appliances & Kitchenware > Kitchenware > Kitchen Tools > Meat Preparation Equipment || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Kitchen Pizza Tools || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cooking Utensils || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Grilling Products || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Appliances & Kitchenware > Small Appliances > Pasta Makers || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Salad Spinners || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Appliances & Kitchenware > Kitchenware > Kitchen Tools || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Tools, Parts & Supplies > Hand Tools || Facilities > Hand & Power Tools > Hand Tools",,,
Wayfair,Shop Office Spaces > Outdoor Office Furniture,Office Spaces > Outdoor Office Furniture,False,stratified sample,Furniture > Home & Office Tables || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Chairs & Seating > Office Chairs || Furniture > Home & Office Tables > Conference Room Tables || Furniture > Home & Office Tables > Training Room Tables || Furniture > School Furniture > Classroom Storage Furniture || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Decor > Home & Office Decor || Furniture > Home & Office Tables > Classroom & Kids' Tables || Office Supplies > Desk Organizers & Accessories || Furniture || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers,,,
Wayfair,Organization > Garage & Outdoor Storage & Organization > Ladders,Organization > Garage & Outdoor Storage & Organization > Ladders,True,stratified sample,"Facilities > Ladders & Step Stools || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Furniture > Storage Furniture > Storage Organization || Safety Supplies > Safety Storage > Safety Cabinets & Shelves || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Systems || Office Supplies > Storage & Organization > Storage Furniture || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Clothes Racks & Portable Closets || Office Supplies > Storage & Organization > Storage Bins || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Storage & Organizers || Security, Banking & Cash > Shredders & Accessories > Shredders || Security, Banking & Cash > Shredders & Accessories",,,
Wayfair,Lighting > Wall Lights,Lighting > Wall Lights,False,stratified sample,"Furniture > Lamps & Lighting > Ceiling Lighting || Furniture > Lamps & Lighting > Outdoor Lighting || Furniture > Lamps & Lighting > Wall Lamps || Furniture > Lamps & Lighting > Lighting Controls, Dimmers & Accessories > Lighting Accessories || Furniture > Lamps & Lighting > Accent Lighting || Furniture > Lamps & Lighting > Floor Lamps || Furniture > Lamps & Lighting > Lighting Controls, Dimmers & Accessories || Furniture > Lamps & Lighting > Under Cabinet Lighting || Furniture > Lamps & Lighting > Lamp Shades || Furniture > Lamps & Lighting > Specialty Lighting || Facilities > Work Lights || Furniture > Decor > Wall Art",,,
Wayfair,Restaurant Appliances & Equipment > Beverage Equipment > Sparkling Beverage & Soda Makers,Restaurant Appliances & Equipment > Beverage Equipment > Sparkling Beverage & Soda Makers,True,stratified sample,"Coffee, Water & Snacks > Breakroom Appliances > Drink Makers || Coffee, Water & Snacks > Water & Beverages || Coffee, Water & Snacks > Water & Beverages > Soda || Coffee, Water & Snacks > Water & Beverages > Energy & Sports Drinks || Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies || Coffee, Water & Snacks > Water & Beverages > Water Bottles, Tumblers & Travel Mugs || Coffee, Water & Snacks > Water & Beverages > Liquid & Powdered Drink Mixes || Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Organizers & Dispensers || Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Makers & Espresso Machines || Coffee, Water & Snacks || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients > Food & Beverage Thickeners || Office Supplies > Label Makers & Tapes > Label Makers",,,
Wayfair,Office Storage & Organization > File & Paper Organization > Specialty Filing,Office Storage & Organization > File & Paper Organization > Specialty Filing,True,stratified sample,"Office Supplies > Folders & Filing > Filing Accessories || Office Supplies > Folders & Filing || Office Supplies > Folders & Filing > File Storage || Office Supplies > Storage & Organization || Office Supplies > Desk Organizers & Accessories > Business Card Holders & Files || Office Supplies > Forms & Recordkeeping > Business Forms || Office Supplies > Folders & Filing > Hanging File Folders || Office Supplies > Forms & Recordkeeping > Digital Legal Forms || Office Supplies > Storage & Organization > Storage Furniture || Office Supplies > Folders & Filing > Pocket & Presentation Folders || Office Supplies > Tape, Fasteners & Adhesives > Tape > Specialty Tape || Furniture > Lamps & Lighting > Specialty Lighting",,,
Wayfair,Organization > Garage & Outdoor Storage & Organization > Natural Material Storage,Organization > Garage & Outdoor Storage & Organization > Natural Material Storage,True,stratified sample,"Office Supplies > Storage & Organization > Storage Furniture || Furniture > Storage Furniture > Storage Organization || Laboratory & Scientific Supplies > Lab Safety > Material Handling & Storage || Office Supplies > Storage & Organization || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Office Supplies > Storage & Organization > Storage Containers & Boxes || Office Supplies > Storage & Organization > Storage Bins || Office Supplies > Storage & Organization > Storage Baskets || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Hazardous Material Lab Storage || Office Supplies > Storage & Organization > Storage Drawers || Facilities > Material Handling || Retail Store Supplies > Retail Signage > Sign Materials",,,
Wayfair,Facilities & Maintenance > Maintenance Storage > Storage Racks & Shelving Units,Facilities & Maintenance > Maintenance Storage > Storage Racks & Shelving Units,True,stratified sample,"Office Supplies > Storage & Organization > Storage Bins || Furniture > Storage Furniture > Electronics & Computer Storage Units || Office Supplies > Storage & Organization > Storage Containers & Boxes || Furniture > Storage Furniture > Storage Cabinets || Office Supplies > Storage & Organization > Storage Drawers || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Office Supplies > Storage & Organization > Storage Furniture || Office Supplies > Storage & Organization > Storage Baskets || Furniture > Storage Furniture > Storage Organization || Safety Supplies > Safety Storage > Safety Cabinets & Shelves || Furniture > Storage Furniture > Shelving || Retail Store Supplies > Store Fixtures & Retail Displays > Store Shelving",,,
Wayfair,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Commercial Work Tables","Restaurant Storage > Commercial Tables, Shelving & Sinks > Commercial Work Tables",True,stratified sample,"Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Furniture > Home & Office Tables > Specialty & Drafting Tables || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Furniture > Home & Office Tables > Training Room Tables || Furniture > Home & Office Tables > Table Components || Furniture > Home & Office Tables > Accent & Coffee Tables || Furniture > Home & Office Tables || Furniture > Home & Office Tables > Folding Tables || Furniture > Home & Office Tables > Classroom & Kids' Tables || Facilities > Hardware > Door Hardware > Commercial Locksets || Facilities > Commercial Lighting, Ballasts & Bulbs > Commercial Lighting || Restaurant & Foodservice Supplies > Smallwares > Commercial Cookware",,,
Wayfair,Commercial Office Furniture > Office Desks > Reception Desks & Suites,Commercial Office Furniture > Office Desks > Reception Desks & Suites,True,stratified sample,Furniture > Desks > Office Desks || Furniture > Desks || Furniture > Chairs & Seating > Office Chairs || Furniture > Desks > Sit & Stand Desks || Furniture > Home & Office Tables > Conference Room Tables || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture > Home & Office Tables || Furniture > Desks > Desk Components & Hutches || Furniture > Home & Office Tables > Training Room Tables || Office Supplies > Desk Organizers & Accessories || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Desks || Office Supplies > Desk Organizers & Accessories > Desk Pads,,,
Wayfair,School Furniture & Supplies > Classroom Rugs & Décor > Wall Clocks,School Furniture & Supplies > Classroom Rugs & Décor > Wall Clocks,True,stratified sample,"Furniture > Decor > Clocks & Timers || Furniture > Decor > Wall Art || Furniture > Decor > Wall Art > Wall Art/Decor || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Wall Art > Wall Decals || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Lamps & Lighting > Wall Lamps || Furniture > Standing Desk Mats || Furniture > Decor > Home & Office Decor > Accent Room Dividers || Retail Store Supplies > Time Clock Cards & Racks || Laboratory & Scientific Supplies > Lab Instruments & Equipment > Timers, Clocks & Stopwatches",,,
Wayfair,Facilities & Maintenance > Business Signs & Sign Holders > A-Frame Signage & Sign Holders,Facilities & Maintenance > Business Signs & Sign Holders > A-Frame Signage & Sign Holders,True,stratified sample,"Retail Store Supplies > Retail Signage > Literature & Sign Holders || Retail Store Supplies > Retail Signage > Sign Materials || Facilities > Facilities Signs > Safety Signs || Facilities > Facilities Signs > Safety Labels & Tags || Safety Supplies > Traffic Signs || Office Supplies > Desk Organizers & Accessories > Business Card Holders & Files || Tools, Parts & Supplies > Chalk Reels & Marking Tools > Soapstones & Holders || Retail Store Supplies > Retail Signage > Custom Retail Signage || Retail Store Supplies > Retail Signage > Suggestion & Ballot Boxes || Office Supplies > Desk Organizers & Accessories > Book & Document Holders || Retail Store Supplies > Retail Signage || TV & Streaming Media > TV & Video > Digital Signage",,,
Wayfair,Furniture > Custom Furniture > Custom Bar Stools,Furniture > Custom Furniture > Custom Bar Stools,False,stratified sample,"Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools || Furniture > Storage Furniture || Furniture > Decor || Furniture > Chairs & Seating || Furniture > Home & Office Tables || Furniture || Furniture > Standing Desk Mats || Furniture > Home & Office Tables > Accent & Coffee Tables || Furniture > Chair Mats || Furniture > Chairs & Seating > Chair Parts & Accessories || Gift Shop > Gift Sets, Photo & Custom Gifts > Custom Apparel || Retail Store Supplies > Spa & Salon > Spa & Massage > Massage Stools",,,
Wayfair,Organization > Jewelry Organization > Jewelry & Watch Boxes,Organization > Jewelry Organization > Jewelry & Watch Boxes,True,stratified sample,"Gift Shop > Home, Personal & Travel > Jewelry Boxes & Cases || Gift Shop > Home, Personal & Travel > Key Chains & Rings || Gift Shop > As Seen on TV || Party Supplies > Wrapping Supplies > Gift Boxes & Bags || Furniture > Decor > Wall Art > People & Fashion Art || Retail Store Supplies > Store Fixtures & Retail Displays > Dress Forms || Gift Shop > Professional Gifts > Money Clips || Gift Shop > Home, Personal & Travel > Unique Gifts || Tools, Parts & Supplies > Clips, Rings & Pins || Gift Shop > Gift Sets, Photo & Custom Gifts > Gift Sets || Wearable Technology > Smart Watches || Retail Store Supplies > Retail Packaging > Food Boxes & Bags",,,
Wayfair,Furniture > Custom Furniture > Custom Bar Stools > Custom Bar Stools,Furniture > Custom Furniture > Custom Bar Stools,True,stratified sample,"Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools || Furniture > Storage Furniture || Furniture > Decor || Furniture > Chairs & Seating || Furniture > Home & Office Tables || Furniture || Furniture > Standing Desk Mats || Furniture > Home & Office Tables > Accent & Coffee Tables || Furniture > Chair Mats || Furniture > Chairs & Seating > Chair Parts & Accessories || Gift Shop > Gift Sets, Photo & Custom Gifts > Custom Apparel || Retail Store Supplies > Spa & Salon > Spa & Massage > Massage Stools",,,
Wayfair,Facilities & Maintenance > Maintenance Storage,Facilities & Maintenance > Maintenance Storage,False,stratified sample,"Facilities > Grounds Maintenance || Facilities > Paint Supplies > Wood Care & Maintenance || Laboratory & Scientific Supplies > Lab Safety > Maintenance & Safety Supplies || Facilities > Hardware || Facilities > Grounds Maintenance > Watering Equipment || Facilities > Grounds Maintenance > Outdoor Tools || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Facilities > Plumbing || Facilities > Electrical and Wiring || Computers & Accessories > Computer Accessories & Peripherals > Computer Cleaning & Maintenance || Facilities > Adhesives, Sealants and Patching > Concrete & Asphalt Maintenance",,,
Wayfair,Commercial Office Furniture > Office Cubicles & Partitions > Desk Partitions,Commercial Office Furniture > Office Cubicles & Partitions > Desk Partitions,True,stratified sample,Furniture > Cubicle & Panel Systems > Office Partitions & Dividers || Furniture > Cubicle & Panel Systems > Cubicle & Panel Workstations || Furniture > Cubicle & Panel Systems || Furniture > Cubicle & Panel Systems > Cubicle Accessories & Hardware || Furniture > Desks > Office Desks || Office Supplies > Desk Organizers & Accessories > Wall Files || Furniture > Desks > Desk Components & Hutches > Desk Components || Furniture > Desks > Desk Components & Hutches || Furniture > Storage Furniture > Storage Cabinets || Furniture > File Cabinets || Furniture > Desks || Office Supplies > Desk Organizers & Accessories > Desk Pads,,,
Wayfair,Tabletop > Dinnerware > Plates,Tabletop > Dinnerware > Plates,True,stratified sample,"Restaurant & Foodservice Supplies > Tabletop > Dinnerware || Furniture > Decor > Home & Office Decor > Decorative Plates || Restaurant & Foodservice Supplies > Tabletop > Glassware || Restaurant & Foodservice Supplies > Tabletop > Flatware || Restaurant & Foodservice Supplies > Tabletop > Bar Glassware || Coffee, Water & Snacks > Plates, Cups & Cutlery || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Flatware & Cutlery || Facilities > Electrical and Wiring > Electrical > Wall Plates || Restaurant & Foodservice Supplies > Tabletop > Placemats & Tablecloths || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware || Party Supplies > Disposable Plates || Facilities > Hardware > Door Hardware > Push Plates & Pulls",,,
Wayfair,Office Storage & Organization > File & Paper Organization,Office Storage & Organization > File & Paper Organization,False,stratified sample,"Office Supplies > Storage & Organization || Office Supplies > Storage & Organization > Storage Furniture || Office Supplies > Folders & Filing > File Storage || Furniture > Storage Furniture > Storage Organization || Office Supplies > Desk Organizers & Accessories > File Organizers || Office Supplies > Folders & Filing || Office Supplies > Desk Organizers & Accessories > Business Card Holders & Files || Office Supplies > Desk Organizers & Accessories > Wall Files || Office Supplies > Desk Organizers & Accessories > Book & Document Holders || Office Supplies > Copy & Printer Paper || Tools, Parts & Supplies > Tool & Garage Organization || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization",,,
Wayfair,Organization > Wall Shelving & Organization > Storage Racks & Shelving Units,Organization > Wall Shelving & Organization > Storage Racks & Shelving Units,True,stratified sample,Office Supplies > Storage & Organization > Storage Drawers || Furniture > Storage Furniture > Shelving || Furniture > Storage Furniture > Storage Organization || Office Supplies > Storage & Organization > Storage Bins || Office Supplies > Storage & Organization > Storage Furniture || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Storage & Organizers || Office Supplies > Storage & Organization > Storage Containers & Boxes || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Closet Systems || Office Supplies > Storage & Organization > Storage Baskets || Retail Store Supplies > Store Fixtures & Retail Displays > Store Shelving || Furniture > Storage Furniture > Electronics & Computer Storage Units,,,
Wayfair,Outdoor > Outdoor Fencing & Flooring > Privacy Screens,Outdoor > Outdoor Fencing & Flooring > Privacy Screens,True,stratified sample,Furniture > Cubicle & Panel Systems > Privacy Booths || Furniture > Cubicle & Panel Systems > Desktop Privacy Panels || Facilities > Grounds Maintenance > Outdoor Tools || Computers & Accessories > Computer Accessories & Peripherals > Computer Privacy Screens & Protectors || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Furniture > Cubicle & Panel Systems || Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Healthcare Supplies > Patient Care > Beds & Bedside Care > Patient Privacy Screens || Facilities > Floor Mats & Flooring || Facilities > Plumbing > Bathroom Hardware > Bathroom Safety Hardware || Cleaning Supplies > Cleaning Chemicals & Wipes > Urinal Screens,,,
Wayfair,Outdoor > Garden,Outdoor > Garden,False,stratified sample,"Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Furniture > Decor > Wall Art > Garden Landscape || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Facilities > Grounds Maintenance > Outdoor Tools || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Furniture > Lamps & Lighting > Outdoor Lighting || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Expanded Assortment > Outdoors & Recreation || Furniture > Decor > Artificial Plants & Flowers || Healthcare Supplies > Personal Dental Care > Oral Care > Interdental Cleaners || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment",,,
