competitor,comp_path,context_path,is_leaf,source,candidates,staples_carries,gold_staples_path,note
Walmart,Health and Medicine > Allergy Medicine > Nasalcrom,Health and Medicine > Allergy Medicine > Nasalcrom,True,stratified sample,"Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Cough, Cold, Flu & Allergy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Topical Pain Relief || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > Patient Care > Respiratory Therapy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Sleep Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Pain Relievers || Healthcare Supplies > OTC Pharmaceuticals > Hot & Cold Therapy || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Stop Smoking Aids || Healthcare Supplies > Personal Care > Skin Care > Epsom Salt || School Supplies > Teacher Supplies > Classroom Decorations > Classroom Name Plates & Name Tags",,,
Walmart,Arts Crafts & Sewing > Crafting > Printmaking > Printing Presses Accessories,Arts Crafts & Sewing > Crafting > Printmaking > Printing Presses Accessories,True,stratified sample,"Arts & Crafts > Art Paper & Rolls || Arts & Crafts > Drawing Tools & Supplies || Arts & Crafts > Art & Drawing Pens || Arts & Crafts > Crafting > Art Portfolios & Craft Storage || Retail Store Supplies > Sewing & Tailoring > Sewing Machines || Arts & Crafts > Painting Accessories || Retail Store Supplies > Sewing & Tailoring > Sewing Tools || Tools, Parts & Supplies > Chalk Reels & Marking Tools > Stencil Sets || Arts & Crafts > Canvas & Art Boards || Arts & Crafts > Crafting > Craft Supplies || Shredders, Projectors & Office Machines > Calculators > Printing Calculators || TV & Streaming Media > TV & Video > TV Accessories",,,
Walmart,Home > Personalized Gifts > Personalized Pet Gifts > Personalized Pet Memorials,Home > Personalized Gifts > Personalized Pet Gifts > Personalized Pet Memorials,True,stratified sample,"Gift Shop > Home, Personal & Travel > Unique Gifts || Expanded Assortment > Pet Supplies & Accessories > Specialty Pet Supplies || Gift Shop > Gift Sets, Photo & Custom Gifts || Gift Shop > Home, Personal & Travel || Gift Shop > Professional Gifts || Gift Shop > Gift Sets, Photo & Custom Gifts > Photo Gifts || Expanded Assortment > Pet Supplies & Accessories > Dog & Cat Supplies || Gift Shop > Home, Personal & Travel > Sculptures & Figurines || Gift Shop > Wedding Invitations & Kits || Gift Shop > Gourmet Gifts || Healthcare Supplies > Personal Care || Expanded Assortment > Pet Supplies & Accessories",,,
Walmart,Party & Occasions > Party Supplies > (unnamed ID 6339104) > Halloween Candy Buffet Treat Decorating,Party & Occasions > Party Supplies > Halloween Candy Buffet Treat Decorating,True,stratified sample,"Party Supplies > Party Favors & Costumes || Party Supplies > Wedding Supplies || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies || Party Supplies > Party Favors & Costumes > Party Favors || Party Supplies > Balloons & Accessories || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || Party Supplies > Wrapping Supplies || Party Supplies > Ribbon, Bows & Wrapping Supplies || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Catering & Buffet Supplies || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Chafing Dishes & Buffet Accessories",,,
Walmart,Party & Occasions > Spirit Riding Free Party Supplies > Spirit Riding Free Cards,Party & Occasions > Spirit Riding Free Party Supplies > Spirit Riding Free Cards,True,stratified sample,"Gift Shop > As Seen on TV || Gift Shop > Home, Personal & Travel || School Supplies > Teacher Supplies > Physical Education & Recreation > Riding Toys & Wagons || Gift Shop > Game Room & Toys || School Supplies > Learning at Home > Board & Card Games || Gift Shop > Professional Gifts > Money Clips || Gift Shop > Home, Personal & Travel > Unique Gifts || Gift Shop > Home, Personal & Travel > Key Chains & Rings || School Supplies > Preschool Supplies > Pretend Play & Dress Up || School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games || Gift Shop > Greeting Cards || School Supplies > Teacher Supplies > Teacher Resources > Flash Cards",,,
Walmart,Patio & Garden > Garden Center > Garden Tools > Hand Cultivators,Patio & Garden > Garden Center > Garden Tools > Hand Cultivators,True,stratified sample,"Facilities > Grounds Maintenance > Outdoor Tools > Rakes & Leaf Blowers || Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Facilities > Hand & Power Tools > Hand Tools > Hand Saws || Facilities > Hand & Power Tools > Hand Tools || Tools, Parts & Supplies > Hand Tools > Cutters & Cutter Wheels || Tools, Parts & Supplies > Hand Tools || Facilities > Hand & Power Tools > Hand Tools > Box Cutters & Utility Knives || Tools, Parts & Supplies > Hand Tools > Pullers & Accessories || Facilities > Hand & Power Tools > Hand Tools > Hand Tool Sets || Tools, Parts & Supplies > Hand Tools > Hand Pumps || Cleaning Supplies > Hand Soaps & Sanitizers > Hand Soap || Facilities > Bathroom Fixtures > Hand Dryers",,,
Walmart,Household Essentials,Household Essentials,False,stratified sample,"Cleaning Supplies > Laundry Care || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Kitchen Tools & Gadgets || Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cooking Utensils || School Supplies > Classroom Essentials || Gift Shop > Home, Personal & Travel > Grooming Sets || Appliances & Kitchenware > Kitchenware > Kitchen Tools || Appliances & Kitchenware > Kitchenware > Kitchen Accessories || Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags || Furniture > Decor > Essential Oils & Diffusers || Bags, Backpacks & Luggage > Backpacks & Laptop Bags > Messenger Bags",,,
Walmart,Party & Occasions > Halloween Costumes > Angry Birds Costumes,Party & Occasions > Halloween Costumes > Angry Birds Costumes,True,stratified sample,"Party Supplies > Party Favors & Costumes > Costumes & Accessories || School Supplies > Learning at Home > Pretend Play > Stuffed Animals & Puppets || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies > Party Favors & Costumes || School Supplies > Preschool Supplies > Pretend Play & Dress Up || Expanded Assortment > Pet Supplies & Accessories > Bird Supplies || Expanded Assortment > Pet Supplies & Accessories > Bird Supplies > Bird Food, Treats and Healthcare || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || Furniture > Decor > Wall Art > Kids & Whimsical Art || Party Supplies > Party Favors & Costumes > Party Favors || Retail Store Supplies > Store Fixtures & Retail Displays > Costumers",,,
Walmart,Party & Occasions > Baby Shark Party Supplies > Baby Shark Party Decorations,Party & Occasions > Baby Shark Party Supplies > Baby Shark Party Decorations,True,stratified sample,Party Supplies > Party Favors & Costumes || Party Supplies > Wedding Supplies || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies > Balloons & Accessories || Party Supplies > Party Favors & Costumes > Party Favors || Party Supplies || Party Supplies > Wedding Supplies > Wedding Favors || Healthcare Supplies > Personal Care > Baby Care > Baby Kits || Party Supplies > Party Favors & Costumes > Costumes & Accessories || Healthcare Supplies > Personal Care > Baby Care || School Supplies > Teacher Supplies > Classroom Decorations,,,
Walmart,Arts Crafts & Sewing > Art Supplies > Ceramic & Pottery Supplies,Arts Crafts & Sewing > Art Supplies > Ceramic & Pottery Supplies,False,stratified sample,Arts & Crafts > Painting Accessories || Arts & Crafts > Art Brushes || Arts & Crafts > Drawing Tools & Supplies || Furniture > Decor > Wall Art > Food & Kitchen Art || Arts & Crafts > Art & Drawing Pens || Arts & Crafts > Canvas & Art Boards || Furniture > Decor > Wall Art || Arts & Crafts > Art Paper & Rolls || Furniture > Decor > Wall Art > Vintage Art || Furniture > Decor > Wall Art > Wall Art/Decor || Party Supplies || Restaurant & Foodservice Supplies > Bar Supplies,,,
Walmart,Patio & Garden > Patio & Outdoor Decor > (unnamed ID 2025934) > Outdoor Rugs 5 X 8,Patio & Garden > Patio & Outdoor Decor > Outdoor Rugs 5 X 8,True,stratified sample,"Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Shower Curtains & Accessories || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Wall Art > Garden Landscape || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Home & Office Decor || Furniture > Decor > Seasonal Decor > Standing Decor || Decor > Rugs || Gift Shop > Professional Gifts > Compasses > Outdoor Decor",,,
Walmart,Industrial & Scientific > Food Service Equipment & Supplies > Food Trailers,Industrial & Scientific > Food Service Equipment & Supplies > Food Trailers,True,stratified sample,"Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Equipment Parts & Accessories || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers || Restaurant & Foodservice Supplies > Smallwares > Commercial Food Prep || Restaurant & Foodservice Supplies > Smallwares > Food Safety || Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Food Display & Merchandising || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Refrigerated Prep Tables || Restaurant & Foodservice Supplies > Restaurant Storage & Transport || Shipping, Packing & Mailing Supplies > Mailing Supplies > Mailers || Appliances & Kitchenware > Major Appliances > Food Warmers",,,
Walmart,Party & Occasions > Halloween Costumes > Gamer Halloween Costumes,Party & Occasions > Halloween Costumes > Gamer Halloween Costumes,True,stratified sample,Party Supplies > Party Favors & Costumes > Costumes & Accessories || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies > Party Favors & Costumes || Party Supplies > Party Favors & Costumes > Party Favors || School Supplies > Preschool Supplies > Pretend Play & Dress Up || Gift Shop > Game Room & Toys || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Gift Shop > Game Room & Toys > Game Room > Gaming Tables & Accessories || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || Party Supplies > Balloons & Accessories || Retail Store Supplies > Store Fixtures & Retail Displays > Costumers || Gift Shop > Game Room & Toys > Game Room > Game Room & Games,,,
Walmart,Personal Care > Bath & Body > CleanLogic,Personal Care > Bath & Body > CleanLogic,True,stratified sample,Retail Store Supplies > Spa & Salon > Bath & Body || Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash || Retail Store Supplies > Spa & Salon > Bath & Body > Body Treatments || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids || Healthcare Supplies > Personal Care > Skin Care > Body Powder || Retail Store Supplies > Spa & Salon > Bath & Body > Shower Caps || Healthcare Supplies > Personal Care > Baby Care > Baby Skin Care || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Patient Care > Beds & Bedside Care > Medical Bed Parts || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Healthcare Supplies > Personal Care > Skin Care > Cleanser || Cleaning Supplies > Cleaning Tools,,,
Walmart,"Home Improvement > Heating, Cooling, & Air Quality > Evaporative Coolers and Parts > Evaporative Cooler Parts Accessories","Home Improvement > Heating, Cooling, & Air Quality > Evaporative Coolers and Parts > Evaporative Cooler Parts Accessories",True,stratified sample,"Facilities > Heating & Cooling > Air Conditioners || Facilities > Heating & Cooling > Heaters || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuum Parts & Accessories || Facilities > Air Quality > Humidifiers || Facilities > Grounds Maintenance > Watering Equipment > Water Hoses & Accessories || Facilities > Air Quality > Air Filter Accessories || Tools, Parts & Supplies > Automotive > Liquid Transfer Tanks || Facilities > Heating & Cooling > Industrial Fans || Computers & Accessories > Computer Accessories & Peripherals > Laptop Cooling Pads || Facilities > Air Quality > Air Purifier Filters || Furniture > Chairs & Seating > Chair Parts & Accessories || Shredders, Projectors & Office Machines > Projectors & Accessories > Projector Parts & Accessories",,,
Walmart,Personal Care > Shaving > Shave Oil,Personal Care > Shaving > Shave Oil,True,stratified sample,"Retail Store Supplies > Spa & Salon > Shaving > Hair Removal & Shaving Products || Retail Store Supplies > Spa & Salon > Shaving || Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash || Retail Store Supplies > Spa & Salon > Shaving > Disposable Razors || Retail Store Supplies > Spa & Salon > Shaving > Razors || Retail Store Supplies > Spa & Salon > Shaving > Aftershave || Healthcare Supplies > Personal Care > Skin Care > Lotion & Moisturizer || Healthcare Supplies > Personal Care > Skin Care > Deodorant || Healthcare Supplies > Personal Care > Skin Care > Lip Balm || Healthcare Supplies > Personal Care > Skin Care > Eye Cream || Expanded Assortment > Personal Care & Eyewear > Electric Shavers || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Food Mills, Shavers & Spice Grinders",,,
Walmart,Party & Occasions > Halloween Costumes > Mickey Mouse Costumes,Party & Occasions > Halloween Costumes > Mickey Mouse Costumes,True,stratified sample,Party Supplies > Party Favors & Costumes > Costumes & Accessories || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies > Party Favors & Costumes || Party Supplies > Party Favors & Costumes > Party Favors || Party Supplies > Balloons & Accessories || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || School Supplies > Preschool Supplies > Pretend Play & Dress Up || School Supplies > Learning at Home > Pretend Play > Stuffed Animals & Puppets || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies > Balloons & Accessories > Balloon Accessories || Computers & Accessories > Computer Accessories & Peripherals > Keyboard & Mouse Combos || Computers & Accessories > Computer Accessories & Peripherals > Mouse Pads & Wrist Rests,,,
Walmart,Party & Occasions > Halloween Costumes > Genie Costume,Party & Occasions > Halloween Costumes > Genie Costume,True,stratified sample,Party Supplies > Party Favors & Costumes > Costumes & Accessories || Party Supplies > Party Favors & Costumes > Party Hats || Party Supplies > Party Favors & Costumes || Party Supplies > Party Favors & Costumes > Party Favors || School Supplies > Preschool Supplies > Pretend Play & Dress Up || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies > Party Favors & Costumes > Favor Bags & Boxes || Party Supplies > Balloons & Accessories || Retail Store Supplies > Store Fixtures & Retail Displays > Dress Forms || Party Supplies > Wedding Supplies || Retail Store Supplies > Store Fixtures & Retail Displays > Costumers || Safety Supplies > Generators,,,
Walmart,Personal Care > Bath & Body > Body Butters,Personal Care > Bath & Body > Body Butters,True,stratified sample,"Healthcare Supplies > Personal Care > Skin Care > Bath Soap & Body Wash || Retail Store Supplies > Spa & Salon > Bath & Body > Body Treatments || Retail Store Supplies > Spa & Salon > Bath & Body || Healthcare Supplies > Personal Care > Skin Care > Body Powder || Retail Store Supplies > Spa & Salon > Spa & Massage > Oils, Creams, Lotions || Healthcare Supplies > Personal Care > Skin Care > Lip Balm || Healthcare Supplies > Personal Care > Skin Care > Lotion & Moisturizer || Healthcare Supplies > Personal Care > Skin Care > Eye Cream || Retail Store Supplies > Spa & Salon > Bath & Body > Tanning || Retail Store Supplies > Spa & Salon > Bath & Body > Shower Caps || Office Supplies > Scissors, Hole Punches & Paper Cutters > Paper Cutters",,,
Walmart,Personal Care > Personal Care by Brand > Cremo,Personal Care > Personal Care by Brand > Cremo,True,stratified sample,"Healthcare Supplies > Personal Care || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Personal Care Kits || Healthcare Supplies > Personal Care > Baby Care || Healthcare Supplies > Personal Care > Skin Care || Healthcare Supplies > Personal Dental Care || Healthcare Supplies > Personal Care > Period Care || Expanded Assortment > Personal Care & Eyewear || Healthcare Supplies > Patient Care > Practice Front Desk Supplies > Medical Take Home Bags || Healthcare Supplies > Personal Dental Care > Oral Care || Gift Shop > Home, Personal & Travel || Healthcare Supplies > Personal Care > Skin Care > Eye Cream || Healthcare Supplies > Personal Care > Skin Care > Hair Removal",,,
Walmart,Walmart for Business > Food Service Equipment & Supplies > Food Truck Supplies & Equipment > Serving Disposables,Walmart for Business > Food Service Equipment & Supplies > Food Truck Supplies & Equipment > Serving Disposables,True,stratified sample,Restaurant & Foodservice Supplies > Disposable Food Packaging || Restaurant & Foodservice Supplies > Disposable Food Packaging > Single-Use Food Containers || Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags || Party Supplies > Disposable Cutlery & Dispensers || Party Supplies > Disposable Plates || Party Supplies > Disposable Bowls || Restaurant & Foodservice Supplies > Disposable Food Packaging > Disposable Bags > Food Storage Bags || Party Supplies > Disposable Cups || Restaurant & Foodservice Supplies > Disposable Food Packaging > Food Packaging Wrap || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Food Storage & Containers || Safety Supplies > Personal Protective Equipment (PPE) > Gloves & Hand Protection > Disposable Gloves,,,
Walmart,Household Essentials > Cleaning Supplies > (unnamed ID 2963058) > Scrubbing Bubbles Toilet Cleaners,Household Essentials > Cleaning Supplies > Scrubbing Bubbles Toilet Cleaners,True,stratified sample,"Cleaning Supplies > Cleaning Chemicals & Wipes || Cleaning Supplies > Cleaning Tools > Cleaning Brushes & Toilet Plungers || Cleaning Supplies > Cleaning Tools > Cleaning Cloths & Rags || Cleaning Supplies > Floor & Carpet Cleaning Equipment || Cleaning Supplies || Cleaning Supplies > Dishwasher Detergent || Cleaning Supplies > Cleaning Chemicals & Wipes > Cleaning Chemicals || Cleaning Supplies > Cleaning Tools || Cleaning Supplies > Natural Cleaning Supplies > Natural Cleaning Supplies || Cleaning Supplies > Natural Cleaning Supplies || Facilities > Plumbing > Toilets and Urinals > Toilets || Shipping, Packing & Mailing Supplies > Shipping Supplies > Cushioning & Void Fill > Bubble Rolls",,,
Walmart,Walmart for Business > Breakroom Supplies > Breakroom Appliances > Pressure Cookers,Walmart for Business > Breakroom Supplies > Breakroom Appliances > Pressure Cookers,True,stratified sample,"Appliances & Kitchenware > Small Appliances > Slow Cookers & Roasters || Coffee, Water & Snacks > Breakroom Appliances > Toaster Ovens || Appliances & Kitchenware > Small Appliances > Rice Cookers & Steamers || Coffee, Water & Snacks > Breakroom Appliances || Appliances & Kitchenware > Major Appliances > Washers & Dryers || Coffee, Water & Snacks > Breakroom Appliances > Blenders & Food Processors || Appliances & Kitchenware > Small Appliances > Egg Cookers & Servers || Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers || Appliances & Kitchenware > Small Appliances > Griddles, Grills & Waffle Makers || Appliances & Kitchenware > Major Appliances > Freezers || Facilities > Grounds Maintenance > Outdoor Tools > Pressure Washers & Accessories || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Blood Pressure Monitors",,,
Walmart,Patio & Garden > Patio & Outdoor Decor > Garden Decorations > Pinwheels Spinners,Patio & Garden > Patio & Outdoor Decor > Garden Decorations > Pinwheels Spinners,True,stratified sample,"Appliances & Kitchenware > Kitchenware > Kitchen Tools > Salad Spinners || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Artificial Plants & Flowers > Artificial Garlands & Swag || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor || Furniture > Decor > Artificial Plants & Flowers || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Decor > Candles || Furniture > Decor > Seasonal Decor > Inflatables || Facilities > Hardware > Wheels & Casters || Tools, Parts & Supplies > Automotive > Tires & Wheels",,,
Walmart,"Home > Appliances > Ranges, Ovens and Cooktops > Convection Ovens","Home > Appliances > Ranges, Ovens and Cooktops > Convection Ovens",True,stratified sample,"Coffee, Water & Snacks > Breakroom Appliances > Toaster Ovens || Appliances & Kitchenware > Small Appliances > Microwaves || Appliances & Kitchenware > Small Appliances > Griddles, Grills & Waffle Makers || Appliances & Kitchenware > Small Appliances > Slow Cookers & Roasters || Appliances & Kitchenware > Major Appliances > Dishwashers || Appliances & Kitchenware > Small Appliances > Rice Cookers & Steamers || Appliances & Kitchenware > Major Appliances > Refrigerators || Appliances & Kitchenware > Major Appliances > Freezers || Appliances & Kitchenware > Small Appliances > Deep Fryers || Appliances & Kitchenware > Small Appliances > Food Dehydrators || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Oven Mitts & Potholders || Safety Supplies > Personal Protective Equipment (PPE) > Ear Protection",,,
Walmart,Sports & Outdoors > Outdoor Sports > Self Defense Tools > Pepper Spray,Sports & Outdoors > Outdoor Sports > Self Defense Tools > Pepper Spray,True,stratified sample,"Expanded Assortment > Paint & Paint Supplies > Spray Guns || Facilities > Paint Supplies > Paint > Spray Paint || Healthcare Supplies > Personal Care > Skin Care > Body Powder || Cleaning Supplies > Cleaning Tools > Spray Bottles & Sprayers || Office Supplies > Tape, Fasteners & Adhesives > Hot Glue Sticks & Guns || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Salt and Pepper Shakers & Mills || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Grooming & Dressing Aids || Healthcare Supplies > Personal Care > Skin Care > Epsom Salt || Tools, Parts & Supplies > Cup Brushes || Appliances & Kitchenware > Small Appliances > Ice Cream & Yogurt Makers || Healthcare Supplies > Personal Care > Maternity > Perineal Spray & Wash",,,
Walmart,Party & Occasions > Wedding Shop > Bridal Shower > Bridal Shower Party Decorations,Party & Occasions > Wedding > Bridal Shower > Bridal Shower Party Decorations,True,stratified sample,Party Supplies > Wedding Supplies > Wedding Favors || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies > Wedding Supplies > Wedding Glassware || Party Supplies > Wedding Supplies || Gift Shop > Wedding Invitations & Kits || Party Supplies > Party Favors & Costumes || Party Supplies > Party Favors & Costumes > Party Favors || Furniture > Decor > Bath & Shower Accessories || Gift Shop > Invitations || Furniture > Decor > Shower Curtains & Accessories || Retail Store Supplies > Spa & Salon > Bath & Body > Shower Caps || School Supplies > Teacher Supplies > Classroom Decorations,,,
Walmart,Health and Medicine > Protein > Quest Nutrition,Health and Medicine > Protein > Quest Nutrition,False,stratified sample,Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Clinical Nutrition || Healthcare Supplies > Personal Care > Skin Care > Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Vitamins & Supplements || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients > Eating & Drinking Aids || Healthcare Supplies > Patient Care > Diagnostic & Exam Instruments > Health & Body Weight Scales || Healthcare Supplies > Patient Care > Feeding Tubes & Nutrients || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Anti-Nausea & Digestive Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Sleep Aids || Healthcare Supplies > OTC Pharmaceuticals > Medicine & Vitamins > Stop Smoking Aids || Facilities > Heating & Cooling > Air Conditioners || Healthcare Supplies > Professional Dental Supplies > Infection Prevention,,,
Walmart,Industrial & Scientific > Professional Safety Shop > Foot Protection > Tactical & Military Foot Protection,Industrial & Scientific > Safety > Foot Protection > Tactical & Military Foot Protection,True,stratified sample,"Safety Supplies > Fire Protection || Safety Supplies > Personal Protective Equipment (PPE) > Eye Protection || Safety Supplies > Personal Protective Equipment (PPE) > Head & Face Protection || Safety Supplies > Personal Protective Equipment (PPE) > Gloves & Hand Protection || Safety Supplies > Personal Protective Equipment (PPE) > Ear Protection || Safety Supplies > Safety Vests & High Visibility Clothing || Safety Supplies > Personal Protective Equipment (PPE) > Head & Face Protection > Hard Hat & Safety Helmet Accessories || Safety Supplies > Fall Protection Kits, Parts & Accessories || Safety Supplies > Personal Protective Equipment (PPE) > Head & Face Protection > Hard Hats & Safety Helmets || Safety Supplies > Personal Protective Equipment (PPE) || Facilities > Paint Supplies > Surface Protection",,,
Walmart,Seasonal > Back to School > Shop all Back to School,Seasonal > Back to School,False,stratified sample,School Supplies > Middle School Supplies || School Supplies > Learning at Home > Home School Supplies || School Supplies > School Bags & Lunch Boxes || School Supplies > Learning at Home > Home School Furniture || School Supplies > High School Supplies || School Supplies > Learning at Home || School Supplies || School Supplies > Preschool Supplies > Pretend Play & Dress Up || School Supplies > School Art Supplies || School Supplies > College Supplies > School Masks || School Supplies > School Tech || School Supplies > School Tech > Printers & Scanners for School > School Printers,,,
Walmart,Office Supplies > Folders > Expanding Folders,Office Supplies > Folders > Expanding Folders,True,stratified sample,Office Supplies > Folders & Filing > File Folders || Office Supplies > Folders & Filing > Hanging File Folders || Office Supplies > Folders & Filing > Pocket & Presentation Folders || Office Supplies > Folders & Filing > Accordion Folders || Office Supplies > Folders & Filing > Pocket & Presentation Folders > Pocket Folders || Office Supplies > Folders & Filing > Classification Folders || Office Supplies > Folders & Filing || Office Supplies > Folders & Filing > File Storage || Office Supplies > Folders & Filing > File Pockets & Jackets || Office Supplies > Desk Organizers & Accessories > Wall Files,,,
Walmart,Household Essentials > Cleaning Supplies > Clorox All Purpose Cleaners > Clorox Wipes,Household Essentials > Cleaning Supplies > Clorox All Purpose Cleaners > Clorox Wipes,True,stratified sample,Cleaning Supplies > Cleaning Chemicals & Wipes > Disinfectant Wipes || Cleaning Supplies > Cleaning Chemicals & Wipes || Cleaning Supplies > Laundry Care > Laundry Sanitizers & Bleach || Cleaning Supplies > Cleaning Chemicals & Wipes > Air Fresheners & Deodorizers || Cleaning Supplies > Hand Soaps & Sanitizers || Cleaning Supplies > Dishwasher Detergent || Cleaning Supplies > Hand Soaps & Sanitizers > Hand Soap & Sanitizer Dispensers || Cleaning Supplies > Cleaning Chemicals & Wipes > Cleaning Chemicals || Cleaning Supplies > Hand Soaps & Sanitizers > Hand Sanitizer || Cleaning Supplies > Cleaning Tools > Cleaning Cloths & Rags || Healthcare Supplies > Personal Care > Baby Care > Baby Wipes || Healthcare Supplies > Personal Care > Skin Care > Disposable Washcloths & Bathing Wipes,,,
Walmart,Party & Occasions > Wedding Shop > Wedding Planning > Notebooks Planners,Party & Occasions > Wedding > Wedding Planning > Notebooks Planners,True,stratified sample,Office Supplies > Calendars & Planners > Planners & Personal Organizers || Office Supplies > Calendars & Planners || Party Supplies > Wedding Supplies > Wedding Favors || Party Supplies > Wedding Supplies > Wedding Decorations & Supplies || Party Supplies > Wedding Supplies || Office Supplies > Calendars & Planners > Organizer Refills & Accessories || Party Supplies > Wedding Supplies > Wedding Glassware || Office Supplies > Notebooks & Notepads || Gift Shop > Wedding Invitations & Kits || Office Supplies > Calendars & Planners > Calendars || Paper > Notebooks || Tablets & iPads > Digital Notebooks & Accessories,,,
