unit_id,gap_type,name,example_paths,home_L1,home_path,nearest_staples_shelf,nearest_staples_score,k,carriers,members_n,member_competitors,contradicting_peers,soft_gap_share,PC,GS,AAS,CRS,AAS_V,AAS_G,CRS_V,CRS_G,competitor_shelves,competitor_items_counted,staples_shelves,crs_driver,centroid_uid,labelled_members,competitor_view,staples_items,median_depth_gap,staples_depth,label,label_V,label_G,zone_before_verify,O,evidence,action,theme,p_approved,p_top_n,verify_outcome,rank_in_zone,aisle,competitor_dept,family,display
D0062,DEEPEN,Kitchen Racks,Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks,Restaurant & Foodservice Supplies,Restaurant & Foodservice Supplies > Restaurant Storage & Transport,Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks,1.0,2,"Walmart, Wayfair",3,2,0,0.0,0.4,0.967429916907844,81.82102129307609,38.3897039441318,,,,,,,1,Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks,Staples::Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks,0,"Towel Racks, Wine Racks, Kitchen Islands & Carts",9.0,1.6025174695895268,3.0,CURATE,,,CURATE,0.4460976874209997,B,"Open to marketplace sellers now (curated, design-led assortment)","Breakroom, kitchen & hospitality",0.644,0.0,,51,Restaurant & Foodservice Supplies > Restaurant Storage & Transport,,Restaurant & Foodservice Supplies > Restaurant Storage & Transport,Kitchen Racks
D0017,DEEPEN,Door Hardware,Facilities > Hardware > Door Hardware,Facilities,Facilities > Hardware,Facilities > Hardware > Door Hardware,1.0,2,"Amazon, Walmart",3,2,0,0.0,0.4,0.9682225111743195,70.47856283133558,36.439196185474145,,,,,,,5,Facilities > Hardware > Door Hardware,Staples::Facilities > Hardware > Door Hardware,0,"Entry Door Hardware, Shutters, Garage Door Hardware",36.0,0.7336385419146825,3.0,CURATE,,,CURATE,0.4387688522833585,B,"Open to marketplace sellers now (curated, design-led assortment)","Health, safety & facilities",0.744,0.0,,52,Facilities > Hardware,,Facilities > Hardware,Door Hardware
D0005,DEEPEN,Headphones,Audio > Headphones,Audio,Audio > Headphones,Audio > Headphones,1.0,2,"Amazon, OfficeDepot",3,2,0,0.0,0.4,0.8633723973739268,91.03524594699276,38.92327044025158,,,,,,,1,Audio > Headphones,Staples::Audio > Headphones,0,"On-Ear Headphones, Earbud & In-Ear Headphones, Open-Ear Headphones",782.0,0.8153704391790635,2.0,CURATE,,,CURATE,0.436873342780094,B,"Open to marketplace sellers now (curated, design-led assortment)",Technology & connected workspace,0.596,0.0,,53,Audio > Headphones,,Audio > Headphones,Headphones
D0060,DEEPEN,Office Phones,"Phones, Cameras & Electronics > Phones & Accessories > Office Phones","Phones, Cameras & Electronics","Phones, Cameras & Electronics > Phones & Accessories","Phones, Cameras & Electronics > Phones & Accessories > Office Phones",1.0,2,"OfficeDepot, Walmart",2,2,0,0.0,0.4,0.7968235402588438,82.70571440310219,35.15678877488434,,,,,,,1,"Phones, Cameras & Electronics > Phones & Accessories > Office Phones","Staples::Phones, Cameras & Electronics > Phones & Accessories > Office Phones",0,"Phone Cards, Internet Phone Products (VoIP), VoIP Phone Adapters",142.0,1.1392262606341754,3.0,CURATE,,,CURATE,0.43250770892761564,B,"Open to marketplace sellers now (curated, design-led assortment)",Technology & connected workspace,0.83,0.0,,54,"Phones, Cameras & Electronics > Phones & Accessories",,"Phones, Cameras & Electronics > Phones & Accessories",Office Phones
D0065,DEEPEN,Fabric,Retail Store Supplies > Sewing & Tailoring > Fabric,Retail Store Supplies,Retail Store Supplies > Sewing & Tailoring,Retail Store Supplies > Sewing & Tailoring > Fabric,1.0,3,"Amazon, OfficeDepot, Walmart",4,3,0,0.0,0.6,0.676052016762703,69.50257634210058,36.63094834054154,,,,,,,1,Retail Store Supplies > Sewing & Tailoring > Fabric,Staples::Retail Store Supplies > Sewing & Tailoring > Fabric,0,"Fabric, Fabric & Textile Paints, Fabric Decorating Kits",7.0,1.372646337121693,3.0,CURATE,,,CURATE,0.4151470921170123,A,"Open to marketplace sellers now (curated, design-led assortment)","Celebrations, gifting & creativity",0.734,0.002,,55,Retail Store Supplies > Sewing & Tailoring,,Retail Store Supplies > Sewing & Tailoring,Fabric
D0069,DEEPEN,Fire Protection,Safety Supplies > Fire Protection,Safety Supplies,Safety Supplies > Fire Protection,Safety Supplies > Fire Protection,1.0,2,"OfficeDepot, Walmart",4,2,0,0.0,0.4,0.5648081456259821,64.26820486589682,26.16262366571183,,,,,,,2,Safety Supplies > Fire Protection,Staples::Safety Supplies > Fire Protection,0,"Carbon Monoxide Alarms, Detectors, Fire Extinguishers",34.0,0.756077241623881,2.0,CURATE,,,CURATE,0.3916980263567738,B,"Open to marketplace sellers now (curated, design-led assortment)","Health, safety & facilities",0.818,0.0,,56,Safety Supplies > Fire Protection,,Safety Supplies > Fire Protection,Fire Protection
E0166,ENTER,Shed Accessories,Wayfair: Organization > Garage & Outdoor Storage & Organization > Shed Accessories,Furniture,Furniture > Storage Furniture,"Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment",0.8639614030266973,2,"Walmart, Wayfair",1,1,0,0.0,0.4,0.4346751932182869,79.62885463375856,27.092255677932346,88.18015824710896,71.07755102040817,0.0,54.18451135586469,1.0,0.0,0,Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories,Wayfair::Organization > Garage & Outdoor Storage & Organization > Shed Accessories,1,,,,,CURATE,CURATE,REVIEW,CURATE,0.38715680475587433,B,"Open to marketplace sellers now (curated, design-led assortment)",Core office & business supplies,0.994,0.0,,57,Office Supplies > Storage & Organization,Organization,Office Supplies > Storage & Organization,Shed Accessories
D0016,DEEPEN,"Chain, Rope & Tie Downs","Facilities > Hardware > Chain, Rope & Tie Downs",Facilities,Facilities > Hardware,"Facilities > Hardware > Chain, Rope & Tie Downs",1.0,2,"Amazon, OfficeDepot",3,2,0,0.0,0.4,0.49896867469879513,70.154260192847,37.39190921482181,,,,,,,3,"Facilities > Hardware > Chain, Rope & Tie Downs","Staples::Facilities > Hardware > Chain, Rope & Tie Downs",0,"Coil Chains, Chains, Roller Chain Sprockets",13.0,0.7267073770522474,3.0,CURATE,,,CURATE,0.32875622212863054,B,"Open to marketplace sellers now (curated, design-led assortment)","Health, safety & facilities",0.7,0.0,,58,Facilities > Hardware,,Facilities > Hardware,"Chain, Rope & Tie Downs"
E0138,ENTER,Pillowcases,WestElm: Bedding > Featured > Pillowcases,Furniture,Furniture > Decor,Furniture > Decor > Beds & Bedding > Bedding,0.9150545788770654,5,"Amazon, OfficeDepot, Walmart, Wayfair, WestElm",1,1,4,1.0,1.0,0.7356726378440428,34.76713826126921,1.461035495176228,67.65672550213026,1.8775510204081631,2.922070990352456,0.0,1.0,30.0,0,Furniture > Decor > Beds & Bedding > Pillows,WestElm::Bedding > Featured > Pillowcases,0,,,,,OFF-BRAND,CURATE,OFF-BRAND,OFF-BRAND,0.7013873796756231,B,"Pass - real gap, wrong store for Staples",Home décor & furnishings,0.0,0.0,,1,Furniture > Decor,Bedding,Competitor dept: Bedding,Pillowcases
E0017,ENTER,Doormats,"Amazon: Patio, Lawn & Garden > Outdoor Décor > Doormats | Wayfair: Rugs > Doormats | Wayfair: Holiday > Halloween > Doormats | Wayfair: Shop Contractor Spaces > Garage > Doormats | Wayfair: Shop Contractor Spaces > Hallway & Mudroom > Doormats",Furniture,Furniture > Decor,Decor > Rugs,0.6950813857004029,4,"Amazon, Walmart, Wayfair, WestElm",5,2,1,0.2,0.8,0.780579284790831,34.394123119728725,0.0,10.882531953743152,57.905714285714296,0.0,0.0,5.0,0.0,0,Gift Shop > Professional Gifts > Compasses > Outdoor Decor,Wayfair::Shop Contractor Spaces > Hallway & Mudroom > Doormats,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.6563851190359771,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,2,Party Supplies > Party Décor,Shop Contractor Spaces,Competitor dept: Shop Contractor Spaces,Doormats
E0085,ENTER,Swimming,"Amazon: Sports & Outdoors > Sports & Fitness > Swimming | Wayfair: Outdoor > Hot Tubs, Saunas & Pools > Swimming Pools",Fitness,Fitness > Fitness Equipment,Gift Shop > Game Room & Toys > Game Room > Pool Tables & Accessories,0.7432202230345797,3,"Amazon, Walmart, Wayfair",2,2,0,0.0,0.6,0.9050813085494255,38.41882569217583,0.0,36.396835057821065,40.44081632653061,0.0,0.0,2.0,0.0,0,Fitness > Fitness Equipment,Amazon::Sports & Outdoors > Sports & Fitness > Swimming,1,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.6420349350688264,B,"Pass - real gap, wrong store for Staples",Wellness & ergonomics,0.0,0.0,,3,Fitness > Fitness Equipment,Sports & Outdoors,Competitor dept: Sports & Outdoors,Swimming
E0097,ENTER,Beach Umbrellas,Walmart: Patio & Garden > Outdoor Shade > Beach Umbrellas | Wayfair: Outdoor > Umbrellas > Beach Umbrellas,Gift Shop,Gift Shop > Professional Gifts,Gift Shop > Professional Gifts > Compasses > Patio Furniture,0.725194354934126,4,"Amazon, Walmart, Wayfair, WestElm",2,2,1,0.0,0.8,0.7863651190628699,26.49277480991245,0.0,22.842361533779673,30.143188086045228,0.0,0.0,2.0,0.0,0,Gift Shop > Professional Gifts > Compasses > Patio Furniture,Walmart::Patio & Garden > Outdoor Shade > Beach Umbrellas,2,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.6347061161017418,A,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,4,Gift Shop > Professional Gifts,Patio & Garden,Competitor dept: Patio & Garden,Beach Umbrellas
E0007,ENTER,Teen Comforters & Sets,Wayfair: Baby & Kids > Teen Bedding > Teen Comforters & Sets | Wayfair: Baby & Kids > Teen Bedding > Teen Bed in a Bag | Wayfair: Baby & Kids > Teen Bedding > Teen Duvets & Sets,Furniture,Furniture > Decor,Furniture > Decor > Beds & Bedding > Bedding,0.7210440159166054,4,"Amazon, OfficeDepot, Walmart, Wayfair",3,1,2,0.6666666666666666,0.8,0.7302989174403567,31.681854579933006,0.0,16.936498275512275,46.42721088435374,0.0,0.0,3.0,0.0,0,Furniture > Decor > Beds & Bedding > Bedding,Wayfair::Baby & Kids > Teen Bedding > Teen Comforters & Sets,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.6306501848439238,B,"Pass - real gap, wrong store for Staples",Home décor & furnishings,0.0,0.0,,5,Furniture > Decor,Baby & Kids,Competitor dept: Baby & Kids,Teen Comforters & Sets
E0295,ENTER,Poufs,Amazon: Home & Kitchen > Home Décor > Poufs,Furniture,Furniture > Decor,Furniture > Decor > Home & Office Decor,0.646920249012221,3,"Amazon, Walmart, Wayfair",1,1,1,0.0,0.6,0.8516477449573897,37.36330403793234,0.0,10.018259281801583,64.70834879406308,0.0,0.0,1.0,0.0,0,Furniture > Decor > Home & Office Decor,Amazon::Home & Kitchen > Home Décor > Poufs,0,,,,,OFF-BRAND,OFF-BRAND,CURATE,OFF-BRAND,0.6201666228488835,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,6,Party Supplies > Party Décor,Home & Kitchen,Competitor dept: Home & Kitchen,Poufs
E0024,ENTER,Pergolas,Walmart: Patio & Garden > Outdoor Shade > Pergolas | Walmart: Patio & Garden > Outdoor Shade > Pergola Canopies | Wayfair: Outdoor > Outdoor Shades > Pergolas,Gift Shop,Gift Shop > Professional Gifts,Gift Shop > Professional Gifts > Compasses > Patio Furniture,0.7500384076497792,3,"Amazon, Walmart, Wayfair",3,2,0,0.6666666666666666,0.6,0.8844934716267653,18.791004346774436,0.08172449938937303,10.87238790829783,26.709620785251044,0.0,0.16344899877874605,6.0,0.0,0,Gift Shop > Professional Gifts > Compasses > Patio Furniture,Walmart::Patio & Garden > Outdoor Shade > Pergolas,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.575475039346639,A,"Pass - real gap, wrong store for Staples",Outdoor living & grounds,0.0,0.0,,7,Gift Shop > Professional Gifts,Patio & Garden,Competitor dept: Patio & Garden,Pergolas
E0070,ENTER,Trampolines,Wayfair: Outdoor > Backyard Play > Trampolines | Wayfair: Outdoor > Backyard Play > Trampoline Accessories,Gift Shop,Gift Shop > Game Room & Toys,School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games,0.7165614553909104,2,"Walmart, Wayfair",2,1,0,0.0,0.4,0.9014569892361658,34.45777820562187,0.0,21.509433962264154,47.40612244897959,0.0,0.0,2.0,0.0,0,School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games,Wayfair::Outdoor > Backyard Play > Trampolines,1,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5588832808495235,B,"Pass - real gap, wrong store for Staples",Home décor & furnishings,0.0,0.0,,8,Furniture > Daycare & Nursery,Outdoor,Competitor dept: Outdoor,Trampolines
E0072,ENTER,Hydroponics,"Amazon: Patio, Lawn & Garden > Gardening & Lawn Care > Hydroponics | Amazon: Patio, Lawn & Garden > Gardening & Lawn Care > Indoor Gardening & Hydroponics",Facilities,Facilities > Grounds Maintenance,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools,0.8264514122460159,2,"Amazon, Walmart",2,1,0,0.5,0.4,0.9035440877691996,38.03808737128449,2.9100166900168865,26.439440048691424,49.63673469387756,5.820033380033773,0.0,2.0,0.0,0,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools,"Amazon::Patio, Lawn & Garden > Gardening & Lawn Care > Hydroponics",0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5537572760793363,B,"Pass - real gap, wrong store for Staples",Outdoor living & grounds,0.0,0.0,,9,Facilities > Grounds Maintenance,"Patio, Lawn & Garden","Competitor dept: Patio, Lawn & Garden",Hydroponics
E0380,ENTER,Netball,Amazon: Sports & Outdoors > Sports & Fitness > Netball,Fitness,Fitness,Fitness,0.7399442247707783,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8789605851279967,34.22932912665979,0.0,17.674984783931833,50.78367346938775,0.0,0.0,1.0,0.0,0,Fitness,Amazon::Sports & Outdoors > Sports & Fitness > Netball,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5503241921747781,B,"Pass - real gap, wrong store for Staples",Wellness & ergonomics,0.0,0.0,,10,Fitness,Sports & Outdoors,Competitor dept: Sports & Outdoors,Netball
E0015,ENTER,Screen Printing,"Amazon: Arts, Crafts & Sewing > Printmaking > Printing Presses & Accessories | Amazon: Arts, Crafts & Sewing > Printmaking > Relief & Block Printing Materials | Amazon: Arts, Crafts & Sewing > Printmaking > Screen Printing",Arts & Crafts,Arts & Crafts > Art & Drawing Pens,Arts & Crafts > Art & Drawing Pens,0.7289572802337266,2,"Amazon, Walmart",3,1,0,0.6666666666666666,0.4,0.8441170255993499,36.76203477130354,0.0,30.071008318117265,43.4530612244898,0.0,0.0,3.0,0.0,0,Arts & Crafts > Painting Accessories,"Amazon::Arts, Crafts & Sewing > Printmaking > Screen Printing",1,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.545727063273683,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,11,Arts & Crafts > Painting Accessories,Arts Crafts & Sewing,Competitor dept: Arts Crafts & Sewing,Screen Printing
E0288,ENTER,Airsoft & Paintball,Amazon: Sports & Outdoors > Sports & Fitness > Airsoft & Paintball,Fitness,Fitness > Fitness Equipment,Fitness > Fitness Equipment,0.7391562862985128,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,36.23176369756666,0.0,21.679853925745583,50.78367346938775,0.0,0.0,1.0,0.0,0,Fitness > Fitness Equipment,Amazon::Sports & Outdoors > Sports & Fitness > Airsoft & Paintball,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5441362500524725,B,"Pass - real gap, wrong store for Staples",Wellness & ergonomics,0.0,0.0,,12,Fitness > Fitness Equipment,Sports & Outdoors,Competitor dept: Sports & Outdoors,Airsoft & Paintball
E0346,ENTER,Poultry Care,"Amazon: Patio, Lawn & Garden > Farm & Ranch > Poultry Care",Expanded Assortment,Expanded Assortment > Pet Supplies & Accessories,"Expanded Assortment > Pet Supplies & Accessories > Bird Supplies > Bird Food, Treats and Healthcare",0.6721256551241059,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.9035440877691996,29.027326816301688,0.0,13.524041387705418,44.53061224489796,0.0,0.0,1.0,0.0,0,"Expanded Assortment > Pet Supplies & Accessories > Bird Supplies > Bird Food, Treats and Healthcare","Amazon::Patio, Lawn & Garden > Farm & Ranch > Poultry Care",0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5433224111681249,B,"Pass - real gap, wrong store for Staples",Outdoor living & grounds,0.0,0.0,,13,Facilities > Grounds Maintenance,"Patio, Lawn & Garden","Competitor dept: Patio, Lawn & Garden",Poultry Care
E0327,ENTER,Purse Making,"Amazon: Arts, Crafts & Sewing > Beading & Jewelry Making > Purse Making",Retail Store Supplies,Retail Store Supplies > Sewing & Tailoring,"Gift Shop > Home, Personal & Travel > Jewelry Boxes & Cases",0.7501758066555232,2,"Amazon, Walmart",1,1,1,0.0,0.4,0.8441170255993499,35.3984324344467,0.0,31.5642118076689,39.23265306122449,0.0,0.0,1.0,0.0,0,"Gift Shop > Home, Personal & Travel > Jewelry Boxes & Cases","Amazon::Arts, Crafts & Sewing > Beading & Jewelry Making > Purse Making",0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.5416362562631125,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,14,Retail Store Supplies > Sewing & Tailoring,Arts Crafts & Sewing,Competitor dept: Arts Crafts & Sewing,Purse Making
E0278,ENTER,Pavers & Cobblestone,Wayfair: Outdoor > Outdoor Fencing & Flooring > Pavers & Cobblestone,Facilities,Facilities > Floor Mats & Flooring,Furniture > Decor > Home & Office Decor > Indoor Fireplaces,0.7295715005125264,2,"Walmart, Wayfair",1,1,0,0.0,0.4,0.8254716174360845,37.25277372831499,0.0,22.604990870359103,51.90055658627087,0.0,0.0,1.0,0.0,0,Furniture > Decor > Home & Office Decor > Indoor Fireplaces,Wayfair::Outdoor > Outdoor Fencing & Flooring > Pavers & Cobblestone,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5406733872875745,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,15,Gift Shop > Professional Gifts,Outdoor,Competitor dept: Outdoor,Pavers & Cobblestone
E0074,ENTER,Father's Day,Wayfair: Holiday > Father's Day | Wayfair: Holiday > Mother's Day,Gift Shop,Gift Shop > Holiday Cards,Gift Shop > Holiday Cards,0.8163118985425137,2,"Walmart, Wayfair",2,1,1,1.0,0.4,0.8254716174360845,37.23872044252881,0.0,15.076080340839926,59.40136054421769,0.0,0.0,2.0,0.0,0,Gift Shop > Holiday Cards,Wayfair::Holiday > Father's Day,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.540631227430216,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,16,Gift Shop > Holiday Cards,Holiday,Competitor dept: Holiday,Father's Day
E0160,ENTER,Awnings,Wayfair: Outdoor > Outdoor Shades > Awnings,Furniture,Furniture > Decor,"Furniture > Decor > Curtains, Blinds & Shades",0.7867941171426421,2,"Walmart, Wayfair",1,1,0,1.0,0.4,0.8603151769647315,31.56566592553029,0.0,33.90139987827146,29.22993197278912,0.0,0.0,1.0,0.0,0,"Furniture > Decor > Curtains, Blinds & Shades",Wayfair::Outdoor > Outdoor Shades > Awnings,0,,,,,OFF-BRAND,OFF-BRAND,OFF-BRAND,OFF-BRAND,0.5358073097142468,B,"Pass - real gap, wrong store for Staples",Outdoor living & grounds,0.0,0.0,,17,Gift Shop > Professional Gifts,Outdoor,Competitor dept: Outdoor,Awnings
E0210,ENTER,App-Enabled Activity Trackers,Amazon: Health & Personal Care > Wellness & Relaxation > App-Enabled Activity Trackers,Healthcare Supplies,Healthcare Supplies > Physical Therapy and Rehabilitation Equipment,Retail Store Supplies > Spa & Salon > Spa & Massage > Massage & Recovery Tools,0.7131758220731131,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,33.41322866334605,0.0,21.0468654899574,45.779591836734696,0.0,0.0,1.0,0.0,0,Retail Store Supplies > Spa & Salon > Spa & Massage > Massage & Recovery Tools,Amazon::Health & Personal Care > Wellness & Relaxation > App-Enabled Activity Trackers,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5356806449498106,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,18,Healthcare Supplies > Physical Therapy and Rehabilitation Equipment,Health & Personal Care,Competitor dept: Health & Personal Care,App-Enabled Activity Trackers
E0182,ENTER,New Year's Eve,Wayfair: Holiday > New Year's Eve,Gift Shop,Gift Shop > Holiday Cards,Gift Shop > Holiday Cards,0.8105497551550255,2,"Walmart, Wayfair",1,1,1,1.0,0.4,0.8254716174360845,35.4766997486761,0.0,11.55203895313451,59.40136054421769,0.0,0.0,1.0,0.0,0,Gift Shop > Holiday Cards,Wayfair::Holiday > New Year's Eve,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5353451653486578,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,19,Gift Shop > Holiday Cards,Holiday,Competitor dept: Holiday,New Year's Eve
E0041,ENTER,"Easter Wreaths, Garlands & Flowers","Wayfair: Holiday > Easter > Easter Wreaths, Garlands & Flowers | Wayfair: Holiday > Thanksgiving > Thanksgiving Wreaths, Garlands & Flowers | Wayfair: Holiday > Valentine's Day > Valentine's Day Wreaths, Garlands & Flowers",Gift Shop,Gift Shop > Holiday Cards,Gift Shop > Holiday Cards,0.7478544809392087,2,"Walmart, Wayfair",3,1,0,0.6666666666666666,0.4,0.8254716174360845,35.10277367185463,0.0,25.72935686751877,44.47619047619048,0.0,0.0,3.0,0.0,0,Furniture > Decor > Artificial Plants & Flowers > Artificial Garlands & Swag,"Wayfair::Holiday > Easter > Easter Wreaths, Garlands & Flowers",0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5342233871181934,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,20,Gift Shop > Holiday Cards,Holiday,Competitor dept: Holiday,"Easter Wreaths, Garlands & Flowers"
E0028,ENTER,Trellises,Walmart: Patio & Garden > Garden Center > Trellises | Wayfair: Outdoor > Garden > Trellises,Furniture,Furniture > Decor,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools,0.7589773317128414,2,"Walmart, Wayfair",2,2,0,0.5,0.4,0.8254716174360845,34.739333009441324,0.0,18.08886183810103,51.38980418078162,0.0,0.0,2.0,0.0,0,Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools,Walmart::Patio & Garden > Garden Center > Trellises,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5331330651309535,B,"Pass - real gap, wrong store for Staples",Outdoor living & grounds,0.0,0.0,,21,Facilities > Grounds Maintenance,Patio & Garden,Competitor dept: Patio & Garden,Trellises
E0373,ENTER,Garbage Disposals,Amazon: Appliances > Garbage Disposals & Compactors > Garbage Disposals,Cleaning Supplies,Cleaning Supplies > Waste & Recycling,Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins,0.67978324838782,2,"Amazon, Walmart",1,1,0,0.0,0.4,0.8441170255993499,32.339394089954915,0.0,9.446135118685332,55.2326530612245,0.0,0.0,1.0,0.0,0,Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins,Amazon::Appliances > Garbage Disposals & Compactors > Garbage Disposals,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5324591412296371,B,"Pass - real gap, wrong store for Staples","Health, safety & facilities",0.0,0.0,,22,Cleaning Supplies > Waste & Recycling,Appliances,Competitor dept: Appliances,Garbage Disposals
E0313,ENTER,Basketball Hoops,Wayfair: Outdoor > Backyard Play > Basketball Hoops,School Supplies,School Supplies > Teacher Supplies,School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games,0.7625599513382131,2,"Walmart, Wayfair",1,1,0,0.0,0.4,0.8254716174360845,34.15965195573055,0.0,19.841752891052952,48.47755102040816,0.0,0.0,1.0,0.0,0,School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games,Wayfair::Outdoor > Backyard Play > Basketball Hoops,1,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5313940219698212,B,"Pass - real gap, wrong store for Staples","Celebrations, gifting & creativity",0.0,0.0,,23,School Supplies > Teacher Supplies,Outdoor,Competitor dept: Outdoor,Basketball Hoops
E0055,ENTER,"Pet Gates, Fences & Doors","Wayfair: Shop Contractor Spaces > Hallway & Mudroom > Pet Gates, Fences & Doors",Furniture,Furniture > Storage Furniture,Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors,0.701091851206793,2,"Walmart, Wayfair",1,1,0,0.0,0.4,0.8254716174360845,33.499146658054585,0.0,21.6676810712112,45.33061224489797,0.0,0.0,1.0,0.0,0,Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors,"Wayfair::Shop Contractor Spaces > Hallway & Mudroom > Pet Gates, Fences & Doors",0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5294125060767932,B,"Pass - real gap, wrong store for Staples",Home décor & furnishings,0.0,0.0,,24,Furniture > Storage Furniture,Shop Contractor Spaces,Competitor dept: Shop Contractor Spaces,"Pet Gates, Fences & Doors"
E0006,ENTER,Marine Antennas,Amazon: Electronics > Marine Electronics > Marine Antennas | Amazon: Electronics > Marine Electronics > Marine Autopilots | Amazon: Electronics > Marine Electronics > Marine Subwoofers,"Tools, Parts & Supplies","Tools, Parts & Supplies > Automotive","Tools, Parts & Supplies > Automotive",0.6531380830931142,2,"Amazon, Walmart",3,1,1,0.0,0.4,0.8441170255993499,30.76452068350164,0.0,8.541286264962467,52.987755102040815,0.0,0.0,3.0,0.0,0,"Tools, Parts & Supplies > Automotive > Automotive Accessories",Amazon::Electronics > Marine Electronics > Marine Antennas,0,,,,,OFF-BRAND,OFF-BRAND,VERTICAL EXTENSION,OFF-BRAND,0.5277345210102773,B,"Pass - real gap, wrong store for Staples",Technology & connected workspace,0.0,0.0,,25,"Phones, Cameras & Electronics",Electronics,Competitor dept: Electronics,Marine Antennas
